County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,197	997	16.10%	6,194	434	245	36.08%	679
ALACHUA	291	17	5.52%	308	41	6	12.77%	47
BAKER	0	0		0	0	0		0
BAY	60	4	6.25%	64	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	149	38	20.32%	187	0	0		0
BROWARD	409	72	14.97%	481	50	37	42.53%	87
CALHOUN	0	0		0	0	0		0
CHARLOTTE	47	5	9.62%	52	0	0		0
CITRUS	36	4	10.00%	40	0	0		0
CLAY	45	5	10.00%	50	3	1	25.00%	4
COLLIER	72	13	15.29%	85	0	0		0
COLUMBIA	16	2	11.11%	18	0	0		0
DESOTO	8	0	0.00%	8	0	0		0
DUVAL	350	79	18.41%	429	19	9	32.14%	28
ESCAMBIA	130	21	13.91%	151	4	12	75.00%	16
FLAGLER	18	0	0.00%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	55	8	12.70%	63	0	0		0
HIGHLANDS	29	2	6.45%	31	0	0		0
HILLSBOROUGH	342	50	12.76%	392	24	18	42.86%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	23	8	25.81%	31	0	0		0
JACKSON	2	5	71.43%	7	0	0		0
LAKE	72	32	30.77%	104	0	0		0
LEE	128	13	9.22%	141	61	25	29.07%	86
LEON	68	4	5.56%	72	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	66	3	4.35%	69	0	0		0
MARION	93	8	7.92%	101	0	0		0
MARTIN	15	7	31.82%	22	0	0		0
MIAMI-DADE	827	142	14.65%	969	68	61	47.29%	129
MONROE	8	5	38.46%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	49	5	9.26%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	316	82	20.60%	398	85	42	33.07%	127
OSCEOLA	105	24	18.60%	129	0	0		0
PALM BEACH	293	109	27.11%	402	16	16	50.00%	32
PASCO	133	8	5.67%	141	0	0		0
PINELLAS	280	61	17.89%	341	42	1	2.33%	43
POLK	143	48	25.13%	191	13	1	7.14%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	16	8	33.33%	24	0	0		0
SARASOTA	83	30	26.55%	113	0	0		0
SEMINOLE	69	4	5.48%	73	0	0		0
ST. JOHNS	27	17	38.64%	44	0	0		0
ST. LUCIE	85	5	5.56%	90	5	1	16.67%	6
SUMTER	31	9	22.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	170	26	13.27%	196	0	5	100.00%	5
WALTON	12	10	45.45%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
