County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,971	1,143	18.69%	6,114	420	252	37.50%	672
ALACHUA	273	35	11.36%	308	41	6	12.77%	47
BAKER	0	0		0	0	0		0
BAY	55	5	8.33%	60	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	132	35	20.96%	167	0	0		0
BROWARD	385	81	17.38%	466	52	32	38.10%	84
CALHOUN	0	0		0	0	0		0
CHARLOTTE	46	5	9.80%	51	0	0		0
CITRUS	35	5	12.50%	40	0	0		0
CLAY	42	8	16.00%	50	1	3	75.00%	4
COLLIER	63	22	25.88%	85	0	0		0
COLUMBIA	18	0	0.00%	18	0	0		0
DESOTO	8	0	0.00%	8	0	0		0
DUVAL	342	99	22.45%	441	21	19	47.50%	40
ESCAMBIA	134	7	4.96%	141	6	10	62.50%	16
FLAGLER	15	3	16.67%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	47	15	24.19%	62	0	0		0
HIGHLANDS	23	8	25.81%	31	0	0		0
HILLSBOROUGH	345	56	13.97%	401	23	19	45.24%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	20	10	33.33%	30	0	0		0
JACKSON	7	4	36.36%	11	0	0		0
LAKE	70	34	32.69%	104	0	0		0
LEE	123	15	10.87%	138	60	26	30.23%	86
LEON	70	2	2.78%	72	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	53	15	22.06%	68	0	0		0
MARION	82	3	3.53%	85	0	0		0
MARTIN	11	10	47.62%	21	0	0		0
MIAMI-DADE	811	143	14.99%	954	68	49	41.88%	117
MONROE	9	4	30.77%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	48	6	11.11%	54	0	0		0
OKEECHOBEE	4	4	50.00%	8	0	0		0
ORANGE	269	135	33.42%	404	80	46	36.51%	126
OSCEOLA	92	31	25.20%	123	0	0		0
PALM BEACH	283	119	29.60%	402	12	20	62.50%	32
PASCO	126	18	12.50%	144	0	0		0
PINELLAS	270	62	18.67%	332	40	5	11.11%	45
POLK	156	24	13.33%	180	12	2	14.29%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	11	12	52.17%	23	0	0		0
SARASOTA	86	27	23.89%	113	0	0		0
SEMINOLE	63	10	13.70%	73	0	0		0
ST. JOHNS	28	16	36.36%	44	0	0		0
ST. LUCIE	77	13	14.44%	90	3	3	50.00%	6
SUMTER	35	5	12.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	169	27	13.78%	196	0	0		0
WALTON	17	6	26.09%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
