County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	45,311	16,064	26.17%	61,375
ALACHUA	1,384	331	19.30%	1,715
BAKER	527	98	15.68%	625
BAY	425	122	22.30%	547
BRADFORD	5	5	50.00%	10
BREVARD	1,097	521	32.20%	1,618
BROWARD	4,157	1,247	23.08%	5,404
CALHOUN	18	0	0.00%	18
CHARLOTTE	405	208	33.93%	613
CITRUS	228	70	23.49%	298
CLAY	486	80	14.13%	566
COLLIER	730	122	14.32%	852
COLUMBIA	101	0	0.00%	101
DESOTO	46	16	25.81%	62
DUVAL	2,678	1,080	28.74%	3,758
ESCAMBIA	1,089	367	25.21%	1,456
FLAGLER	93	6	6.06%	99
FRANKLIN	2	13	86.67%	15
GADSDEN	546	407	42.71%	953
GULF	4	17	80.95%	21
HARDEE	25	0	0.00%	25
HENDRY	13	16	55.17%	29
HERNANDO	532	209	28.21%	741
HIGHLANDS	203	58	22.22%	261
HILLSBOROUGH	3,266	913	21.85%	4,179
HOLMES	13	7	35.00%	20
INDIAN RIVER	268	182	40.44%	450
JACKSON	60	43	41.75%	103
LAKE	652	274	29.59%	926
LEE	1,426	376	20.87%	1,802
LEON	665	183	21.58%	848
MADISON	5	10	66.67%	15
MANATEE	640	110	14.67%	750
MARION	793	131	14.18%	924
MARTIN	277	157	36.18%	434
MIAMI-DADE	6,271	2,355	27.30%	8,626
MONROE	70	99	58.58%	169
NASSAU	36	32	47.06%	68
OKALOOSA	336	115	25.50%	451
OKEECHOBEE	40	60	60.00%	100
ORANGE	3,171	1,248	28.24%	4,419
OSCEOLA	818	324	28.37%	1,142
PALM BEACH	2,817	1,141	28.83%	3,958
PASCO	1,141	285	19.99%	1,426
PINELLAS	2,231	1,001	30.97%	3,232
POLK	1,260	418	24.91%	1,678
PUTNAM	67	17	20.24%	84
SANTA ROSA	109	230	67.85%	339
SARASOTA	1,090	143	11.60%	1,233
SEMINOLE	682	239	25.95%	921
ST. JOHNS	178	153	46.22%	331
ST. LUCIE	697	154	18.10%	851
SUMTER	246	101	29.11%	347
SUWANNEE	0	0		0
TAYLOR	1	11	91.67%	12
UNION	44	31	41.33%	75
VOLUSIA	1,047	454	30.25%	1,501
WALTON	59	56	48.70%	115
WASHINGTON	41	18	30.51%	59
