County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,994	1,154	18.77%	6,148	397	265	40.03%	662
ALACHUA	273	35	11.36%	308	35	12	25.53%	47
BAKER	0	0		0	0	0		0
BAY	60	8	11.76%	68	3	1	25.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	130	36	21.69%	166	0	0		0
BROWARD	403	67	14.26%	470	47	37	44.05%	84
CALHOUN	0	0		0	0	0		0
CHARLOTTE	46	5	9.80%	51	0	0		0
CITRUS	34	6	15.00%	40	0	0		0
CLAY	42	8	16.00%	50	4	0	0.00%	4
COLLIER	69	16	18.82%	85	0	0		0
COLUMBIA	16	0	0.00%	16	0	0		0
DESOTO	7	1	12.50%	8	0	0		0
DUVAL	342	104	23.32%	446	14	26	65.00%	40
ESCAMBIA	132	19	12.58%	151	3	13	81.25%	16
FLAGLER	12	6	33.33%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	40	22	35.48%	62	0	0		0
HIGHLANDS	20	6	23.08%	26	0	0		0
HILLSBOROUGH	341	66	16.22%	407	26	16	38.10%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	18	10	35.71%	28	0	0		0
JACKSON	5	2	28.57%	7	0	0		0
LAKE	69	36	34.29%	105	0	0		0
LEE	106	34	24.29%	140	64	22	25.58%	86
LEON	70	2	2.78%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	66	7	9.59%	73	0	0		0
MARION	80	5	5.88%	85	0	0		0
MARTIN	14	7	33.33%	21	0	0		0
MIAMI-DADE	819	146	15.13%	965	58	51	46.79%	109
MONROE	8	5	38.46%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	52	4	7.14%	56	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	289	115	28.47%	404	81	45	35.71%	126
OSCEOLA	90	33	26.83%	123	0	0		0
PALM BEACH	279	124	30.77%	403	14	18	56.25%	32
PASCO	139	7	4.79%	146	0	0		0
PINELLAS	276	55	16.62%	331	33	5	13.16%	38
POLK	144	36	20.00%	180	8	6	42.86%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	13	8	38.10%	21	0	0		0
SARASOTA	87	23	20.91%	110	0	0		0
SEMINOLE	66	7	9.59%	73	0	0		0
ST. JOHNS	27	17	38.64%	44	0	0		0
ST. LUCIE	81	9	10.00%	90	5	1	16.67%	6
SUMTER	37	3	7.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	151	42	21.76%	193	0	5	100.00%	5
WALTON	16	7	30.43%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
