County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,736	1,419	23.05%	6,155	411	258	38.57%	669
ALACHUA	282	26	8.44%	308	41	6	12.77%	47
BAKER	0	0		0	0	0		0
BAY	49	9	15.52%	58	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	123	51	29.31%	174	0	0		0
BROWARD	404	71	14.95%	475	41	38	48.10%	79
CALHOUN	0	0		0	0	0		0
CHARLOTTE	41	11	21.15%	52	0	0		0
CITRUS	28	12	30.00%	40	0	0		0
CLAY	52	10	16.13%	62	3	1	25.00%	4
COLLIER	64	21	24.71%	85	0	0		0
COLUMBIA	17	0	0.00%	17	0	0		0
DESOTO	8	0	0.00%	8	0	0		0
DUVAL	332	105	24.03%	437	20	7	25.93%	27
ESCAMBIA	111	40	26.49%	151	3	15	83.33%	18
FLAGLER	15	3	16.67%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	3	100.00%	3	0	0		0
HERNANDO	48	16	25.00%	64	0	0		0
HIGHLANDS	23	5	17.86%	28	0	0		0
HILLSBOROUGH	299	99	24.87%	398	18	24	57.14%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	19	11	36.67%	30	0	0		0
JACKSON	6	1	14.29%	7	0	0		0
LAKE	70	34	32.69%	104	0	0		0
LEE	111	30	21.28%	141	66	20	23.26%	86
LEON	52	20	27.78%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	58	10	14.71%	68	0	0		0
MARION	81	13	13.83%	94	0	0		0
MARTIN	13	8	38.10%	21	0	0		0
MIAMI-DADE	743	206	21.71%	949	66	63	48.84%	129
MONROE	12	5	29.41%	17	0	0		0
NASSAU	6	2	25.00%	8	0	0		0
OKALOOSA	53	3	5.36%	56	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	281	116	29.22%	397	75	51	40.48%	126
OSCEOLA	98	27	21.60%	125	0	0		0
PALM BEACH	287	120	29.48%	407	18	14	43.75%	32
PASCO	104	35	25.18%	139	0	0		0
PINELLAS	237	99	29.46%	336	39	4	9.30%	43
POLK	131	47	26.40%	178	12	0	0.00%	12
PUTNAM	5	5	50.00%	10	0	0		0
SANTA ROSA	14	2	12.50%	16	0	0		0
SARASOTA	77	35	31.25%	112	0	0		0
SEMINOLE	63	10	13.70%	73	0	0		0
ST. JOHNS	24	20	45.45%	44	0	0		0
ST. LUCIE	72	20	21.74%	92	4	2	33.33%	6
SUMTER	35	5	12.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	5	100.00%	5	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	164	42	20.39%	206	2	3	60.00%	5
WALTON	16	6	27.27%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
