County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,927	1,238	20.08%	6,165	408	270	39.82%	678
ALACHUA	275	33	10.71%	308	35	12	25.53%	47
BAKER	0	0		0	0	0		0
BAY	52	12	18.75%	64	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	140	47	25.13%	187	0	0		0
BROWARD	406	73	15.24%	479	44	42	48.84%	86
CALHOUN	0	0		0	0	0		0
CHARLOTTE	38	14	26.92%	52	0	0		0
CITRUS	36	4	10.00%	40	0	0		0
CLAY	43	6	12.24%	49	3	1	25.00%	4
COLLIER	68	17	20.00%	85	0	0		0
COLUMBIA	16	0	0.00%	16	0	0		0
DESOTO	2	6	75.00%	8	0	0		0
DUVAL	352	86	19.63%	438	20	8	28.57%	28
ESCAMBIA	129	22	14.57%	151	4	12	75.00%	16
FLAGLER	17	1	5.56%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	56	7	11.11%	63	0	0		0
HIGHLANDS	24	3	11.11%	27	0	0		0
HILLSBOROUGH	318	77	19.49%	395	20	22	52.38%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	27	7	20.59%	34	0	0		0
JACKSON	5	2	28.57%	7	0	0		0
LAKE	75	29	27.88%	104	0	0		0
LEE	123	18	12.77%	141	74	12	13.95%	86
LEON	68	4	5.56%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	53	21	28.38%	74	0	0		0
MARION	83	13	13.54%	96	0	0		0
MARTIN	15	7	31.82%	22	0	0		0
MIAMI-DADE	765	184	19.39%	949	67	64	48.85%	131
MONROE	9	4	30.77%	13	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	48	6	11.11%	54	0	0		0
OKEECHOBEE	6	2	25.00%	8	0	0		0
ORANGE	285	119	29.46%	404	69	57	45.24%	126
OSCEOLA	90	36	28.57%	126	0	0		0
PALM BEACH	289	102	26.09%	391	9	23	71.88%	32
PASCO	129	13	9.15%	142	0	0		0
PINELLAS	251	94	27.25%	345	46	1	2.13%	47
POLK	131	52	28.42%	183	9	5	35.71%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	12	9	42.86%	21	0	0		0
SARASOTA	82	28	25.45%	110	0	0		0
SEMINOLE	68	5	6.85%	73	0	0		0
ST. JOHNS	24	20	45.45%	44	0	0		0
ST. LUCIE	80	10	11.11%	90	6	0	0.00%	6
SUMTER	36	4	10.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	166	32	16.16%	198	0	0		0
WALTON	18	4	18.18%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
