County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,047	1,126	18.24%	6,173	428	245	36.40%	673
ALACHUA	285	23	7.47%	308	39	8	17.02%	47
BAKER	0	0		0	0	0		0
BAY	57	8	12.31%	65	1	3	75.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	124	41	24.85%	165	0	0		0
BROWARD	413	81	16.40%	494	52	30	36.59%	82
CALHOUN	0	0		0	0	0		0
CHARLOTTE	47	5	9.62%	52	0	0		0
CITRUS	35	5	12.50%	40	0	0		0
CLAY	48	14	22.58%	62	2	2	50.00%	4
COLLIER	69	16	18.82%	85	0	0		0
COLUMBIA	17	0	0.00%	17	0	0		0
DESOTO	5	3	37.50%	8	0	0		0
DUVAL	344	93	21.28%	437	22	6	21.43%	28
ESCAMBIA	122	19	13.48%	141	9	7	43.75%	16
FLAGLER	14	4	22.22%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	3	100.00%	3	0	0		0
HERNANDO	59	5	7.81%	64	0	0		0
HIGHLANDS	24	4	14.29%	28	0	0		0
HILLSBOROUGH	338	56	14.21%	394	20	22	52.38%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	24	6	20.00%	30	0	0		0
JACKSON	4	3	42.86%	7	0	0		0
LAKE	77	27	25.96%	104	0	0		0
LEE	132	19	12.58%	151	62	24	27.91%	86
LEON	67	5	6.94%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	61	5	7.58%	66	0	0		0
MARION	81	16	16.49%	97	0	0		0
MARTIN	13	8	38.10%	21	0	0		0
MIAMI-DADE	761	172	18.44%	933	70	62	46.97%	132
MONROE	10	7	41.18%	17	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	49	5	9.26%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	300	99	24.81%	399	81	45	35.71%	126
OSCEOLA	100	24	19.35%	124	0	0		0
PALM BEACH	303	107	26.10%	410	15	17	53.13%	32
PASCO	121	25	17.12%	146	0	0		0
PINELLAS	266	67	20.12%	333	36	4	10.00%	40
POLK	160	23	12.57%	183	9	5	35.71%	14
PUTNAM	7	3	30.00%	10	0	0		0
SANTA ROSA	8	2	20.00%	10	0	0		0
SARASOTA	90	28	23.73%	118	0	0		0
SEMINOLE	66	7	9.59%	73	0	0		0
ST. JOHNS	19	25	56.82%	44	0	0		0
ST. LUCIE	77	13	14.44%	90	5	1	16.67%	6
SUMTER	35	5	12.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	5	100.00%	5	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	178	39	17.97%	217	2	3	60.00%	5
WALTON	21	1	4.55%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
