County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,084	1,249	19.72%	6,333	385	233	37.70%	618
ALACHUA	288	20	6.49%	308	30	17	36.17%	47
BAKER	0	0		0	0	0		0
BAY	84	0	0.00%	84	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	123	49	28.49%	172	0	0		0
BROWARD	445	76	14.59%	521	30	31	50.82%	61
CALHOUN	0	0		0	0	0		0
CHARLOTTE	36	13	26.53%	49	0	0		0
CITRUS	39	1	2.50%	40	0	0		0
CLAY	39	3	7.14%	42	2	4	66.67%	6
COLLIER	59	22	27.16%	81	0	0		0
COLUMBIA	15	2	11.76%	17	0	0		0
DESOTO	4	4	50.00%	8	0	0		0
DUVAL	350	91	20.63%	441	21	19	47.50%	40
ESCAMBIA	116	2	1.69%	118	7	9	56.25%	16
FLAGLER	17	1	5.56%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	0		0	0	0		0
HERNANDO	53	10	15.87%	63	0	0		0
HIGHLANDS	25	3	10.71%	28	0	0		0
HILLSBOROUGH	324	52	13.83%	376	24	16	40.00%	40
HOLMES	0	0		0	0	0		0
INDIAN RIVER	18	12	40.00%	30	0	0		0
JACKSON	9	4	30.77%	13	0	0		0
LAKE	70	34	32.69%	104	0	0		0
LEE	130	11	7.80%	141	68	18	20.93%	86
LEON	63	9	12.50%	72	4	5	55.56%	9
MADISON	0	0		0	0	0		0
MANATEE	52	14	21.21%	66	0	0		0
MARION	79	5	5.95%	84	0	0		0
MARTIN	17	120	87.59%	137	0	0		0
MIAMI-DADE	835	233	21.82%	1,068	65	33	33.67%	98
MONROE	8	1	11.11%	9	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	46	8	14.81%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	285	92	24.40%	377	70	42	37.50%	112
OSCEOLA	83	50	37.59%	133	0	6	100.00%	6
PALM BEACH	327	99	23.24%	426	13	19	59.38%	32
PASCO	113	14	11.02%	127	0	0		0
PINELLAS	242	49	16.84%	291	45	5	10.00%	50
POLK	152	18	10.59%	170	0	0		0
PUTNAM	9	1	10.00%	10	0	0		0
SANTA ROSA	13	10	43.48%	23	0	0		0
SARASOTA	86	28	24.56%	114	0	0		0
SEMINOLE	72	1	1.37%	73	0	0		0
ST. JOHNS	27	17	38.64%	44	0	0		0
ST. LUCIE	77	13	14.44%	90	5	1	16.67%	6
SUMTER	35	5	12.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	192	40	17.24%	232	1	4	80.00%	5
WALTON	12	11	47.83%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
