County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,965	1,207	19.56%	6,172	417	264	38.77%	681
ALACHUA	284	24	7.79%	308	37	10	21.28%	47
BAKER	0	0		0	0	0		0
BAY	56	3	5.08%	59	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	147	30	16.95%	177	0	0		0
BROWARD	370	91	19.74%	461	48	36	42.86%	84
CALHOUN	0	0		0	0	0		0
CHARLOTTE	45	6	11.76%	51	0	0		0
CITRUS	33	7	17.50%	40	0	0		0
CLAY	44	6	12.00%	50	4	0	0.00%	4
COLLIER	62	23	27.06%	85	0	0		0
COLUMBIA	18	0	0.00%	18	0	0		0
DESOTO	4	4	50.00%	8	0	0		0
DUVAL	347	90	20.59%	437	17	23	57.50%	40
ESCAMBIA	137	4	2.84%	141	7	9	56.25%	16
FLAGLER	15	3	16.67%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	46	16	25.81%	62	0	0		0
HIGHLANDS	24	9	27.27%	33	0	0		0
HILLSBOROUGH	344	66	16.10%	410	21	21	50.00%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	15	15	50.00%	30	0	0		0
JACKSON	11	2	15.38%	13	0	0		0
LAKE	76	28	26.92%	104	0	0		0
LEE	114	23	16.79%	137	58	28	32.56%	86
LEON	67	10	12.99%	77	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	62	5	7.46%	67	0	0		0
MARION	77	12	13.48%	89	0	0		0
MARTIN	15	8	34.78%	23	0	0		0
MIAMI-DADE	761	189	19.89%	950	71	48	40.34%	119
MONROE	9	4	30.77%	13	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	53	2	3.64%	55	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	284	114	28.64%	398	80	46	36.51%	126
OSCEOLA	86	49	36.30%	135	0	0		0
PALM BEACH	304	95	23.81%	399	16	17	51.52%	33
PASCO	126	21	14.29%	147	0	0		0
PINELLAS	288	45	13.51%	333	41	5	10.87%	46
POLK	156	24	13.33%	180	9	5	35.71%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	7	14	66.67%	21	0	0		0
SARASOTA	89	22	19.82%	111	0	0		0
SEMINOLE	67	6	8.22%	73	0	0		0
ST. JOHNS	20	24	54.55%	44	0	0		0
ST. LUCIE	76	14	15.56%	90	5	1	16.67%	6
SUMTER	33	7	17.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	156	76	32.76%	232	0	5	100.00%	5
WALTON	12	11	47.83%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
