County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,091	1,035	16.90%	6,126	408	264	39.29%	672
ALACHUA	278	30	9.74%	308	35	12	25.53%	47
BAKER	0	0		0	0	0		0
BAY	55	4	6.78%	59	4	0	0.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	139	28	16.77%	167	0	0		0
BROWARD	388	75	16.20%	463	50	41	45.05%	91
CALHOUN	0	0		0	0	0		0
CHARLOTTE	49	4	7.55%	53	0	0		0
CITRUS	38	2	5.00%	40	0	0		0
CLAY	45	5	10.00%	50	1	3	75.00%	4
COLLIER	60	25	29.41%	85	0	0		0
COLUMBIA	16	0	0.00%	16	0	0		0
DESOTO	8	0	0.00%	8	0	0		0
DUVAL	362	82	18.47%	444	18	22	55.00%	40
ESCAMBIA	132	19	12.58%	151	5	11	68.75%	16
FLAGLER	14	4	22.22%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	45	17	27.42%	62	0	0		0
HIGHLANDS	19	9	32.14%	28	0	0		0
HILLSBOROUGH	348	44	11.22%	392	21	21	50.00%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	22	9	29.03%	31	0	0		0
JACKSON	4	3	42.86%	7	0	0		0
LAKE	73	33	31.13%	106	0	0		0
LEE	120	21	14.89%	141	64	22	25.58%	86
LEON	68	5	6.85%	73	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	55	12	17.91%	67	0	0		0
MARION	83	4	4.60%	87	0	0		0
MARTIN	16	5	23.81%	21	0	0		0
MIAMI-DADE	822	129	13.56%	951	55	50	47.62%	105
MONROE	10	3	23.08%	13	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	53	3	5.36%	56	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	293	107	26.75%	400	81	45	35.71%	126
OSCEOLA	86	37	30.08%	123	0	0		0
PALM BEACH	293	106	26.57%	399	17	15	46.88%	32
PASCO	142	12	7.79%	154	0	0		0
PINELLAS	269	71	20.88%	340	40	5	11.11%	45
POLK	169	8	4.52%	177	11	3	21.43%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	12	10	45.45%	22	0	0		0
SARASOTA	84	28	25.00%	112	0	0		0
SEMINOLE	68	6	8.11%	74	0	0		0
ST. JOHNS	24	20	45.45%	44	0	0		0
ST. LUCIE	82	8	8.89%	90	4	2	33.33%	6
SUMTER	35	5	12.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	175	26	12.94%	201	0	5	100.00%	5
WALTON	13	10	43.48%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
