County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,837	1,302	21.21%	6,139	439	220	33.38%	659
ALACHUA	272	36	11.69%	308	42	5	10.64%	47
BAKER	0	0		0	0	0		0
BAY	44	20	31.25%	64	1	3	75.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	128	41	24.26%	169	0	0		0
BROWARD	374	87	18.87%	461	49	20	28.99%	69
CALHOUN	0	0		0	0	0		0
CHARLOTTE	38	14	26.92%	52	0	0		0
CITRUS	32	8	20.00%	40	0	0		0
CLAY	34	16	32.00%	50	3	1	25.00%	4
COLLIER	70	15	17.65%	85	0	0		0
COLUMBIA	11	0	0.00%	11	0	0		0
DESOTO	6	2	25.00%	8	0	0		0
DUVAL	344	93	21.28%	437	20	8	28.57%	28
ESCAMBIA	111	40	26.49%	151	7	9	56.25%	16
FLAGLER	14	4	22.22%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	3	100.00%	3	0	0		0
HERNANDO	42	23	35.38%	65	0	0		0
HIGHLANDS	22	3	12.00%	25	0	0		0
HILLSBOROUGH	335	77	18.69%	412	20	22	52.38%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	28	5	15.15%	33	0	0		0
JACKSON	3	4	57.14%	7	0	0		0
LAKE	64	40	38.46%	104	0	0		0
LEE	130	20	13.33%	150	65	21	24.42%	86
LEON	57	15	20.83%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	63	10	13.70%	73	0	0		0
MARION	87	11	11.22%	98	0	0		0
MARTIN	15	7	31.82%	22	0	0		0
MIAMI-DADE	767	161	17.35%	928	65	55	45.83%	120
MONROE	5	8	61.54%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	50	4	7.41%	54	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	288	107	27.09%	395	85	41	32.54%	126
OSCEOLA	96	30	23.81%	126	0	0		0
PALM BEACH	272	131	32.51%	403	17	20	54.05%	37
PASCO	120	22	15.49%	142	0	0		0
PINELLAS	269	68	20.18%	337	43	3	6.52%	46
POLK	145	38	20.77%	183	14	0	0.00%	14
PUTNAM	8	2	20.00%	10	0	0		0
SANTA ROSA	7	9	56.25%	16	0	0		0
SARASOTA	61	50	45.05%	111	0	0		0
SEMINOLE	67	6	8.22%	73	0	0		0
ST. JOHNS	26	18	40.91%	44	0	0		0
ST. LUCIE	80	10	11.11%	90	6	0	0.00%	6
SUMTER	31	9	22.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	5	100.00%	5	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	193	20	9.39%	213	0	5	100.00%	5
WALTON	13	9	40.91%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
