County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,314	1,049	16.49%	6,363	386	236	37.94%	622
ALACHUA	284	24	7.79%	308	33	14	29.79%	47
BAKER	0	0		0	0	0		0
BAY	71	3	4.05%	74	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	133	44	24.86%	177	0	0		0
BROWARD	467	49	9.50%	516	32	27	45.76%	59
CALHOUN	0	0		0	0	0		0
CHARLOTTE	53	9	14.52%	62	0	0		0
CITRUS	31	9	22.50%	40	0	0		0
CLAY	39	3	7.14%	42	4	10	71.43%	14
COLLIER	56	29	34.12%	85	0	0		0
COLUMBIA	17	0	0.00%	17	0	0		0
DESOTO	7	1	12.50%	8	0	0		0
DUVAL	337	106	23.93%	443	22	18	45.00%	40
ESCAMBIA	134	7	4.96%	141	8	8	50.00%	16
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	0		0	0	0		0
HERNANDO	55	7	11.29%	62	0	0		0
HIGHLANDS	23	8	25.81%	31	0	0		0
HILLSBOROUGH	362	35	8.82%	397	26	17	39.53%	43
HOLMES	0	0		0	0	0		0
INDIAN RIVER	25	8	24.24%	33	0	0		0
JACKSON	15	0	0.00%	15	0	0		0
LAKE	66	38	36.54%	104	0	0		0
LEE	110	32	22.54%	142	62	24	27.91%	86
LEON	64	8	11.11%	72	3	6	66.67%	9
MADISON	0	0		0	0	0		0
MANATEE	50	18	26.47%	68	0	0		0
MARION	85	9	9.57%	94	0	0		0
MARTIN	9	30	76.92%	39	0	0		0
MIAMI-DADE	1,015	104	9.29%	1,119	59	38	39.18%	97
MONROE	6	2	25.00%	8	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	52	3	5.45%	55	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	286	86	23.12%	372	76	36	32.14%	112
OSCEOLA	107	31	22.46%	138	1	5	83.33%	6
PALM BEACH	313	106	25.30%	419	15	17	53.13%	32
PASCO	114	14	10.94%	128	0	0		0
PINELLAS	258	37	12.54%	295	40	6	13.04%	46
POLK	153	9	5.56%	162	0	0		0
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	14	9	39.13%	23	0	0		0
SARASOTA	79	35	30.70%	114	0	0		0
SEMINOLE	64	10	13.51%	74	0	0		0
ST. JOHNS	22	22	50.00%	44	0	0		0
ST. LUCIE	79	11	12.22%	90	2	4	66.67%	6
SUMTER	31	9	22.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	171	74	30.20%	245	1	4	80.00%	5
WALTON	15	8	34.78%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
