County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,706	1,452	23.58%	6,158	388	266	40.67%	654
ALACHUA	261	47	15.26%	308	38	9	19.15%	47
BAKER	0	0		0	0	0		0
BAY	43	17	28.33%	60	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	126	44	25.88%	170	0	0		0
BROWARD	360	97	21.23%	457	35	46	56.79%	81
CALHOUN	0	0		0	0	0		0
CHARLOTTE	43	9	17.31%	52	0	0		0
CITRUS	36	4	10.00%	40	0	0		0
CLAY	42	8	16.00%	50	2	2	50.00%	4
COLLIER	57	28	32.94%	85	0	0		0
COLUMBIA	16	2	11.11%	18	0	0		0
DESOTO	6	5	45.45%	11	0	0		0
DUVAL	313	122	28.05%	435	24	16	40.00%	40
ESCAMBIA	116	25	17.73%	141	7	9	56.25%	16
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	43	19	30.65%	62	0	0		0
HIGHLANDS	32	5	13.51%	37	0	0		0
HILLSBOROUGH	327	64	16.37%	391	28	15	34.88%	43
HOLMES	0	0		0	0	0		0
INDIAN RIVER	16	14	46.67%	30	0	0		0
JACKSON	11	0	0.00%	11	0	0		0
LAKE	64	40	38.46%	104	0	0		0
LEE	120	18	13.04%	138	68	18	20.93%	86
LEON	52	20	27.78%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	61	14	18.67%	75	0	0		0
MARION	75	9	10.71%	84	0	0		0
MARTIN	22	1	4.35%	23	0	0		0
MIAMI-DADE	780	167	17.63%	947	65	47	41.96%	112
MONROE	9	3	25.00%	12	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	46	8	14.81%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	270	134	33.17%	404	71	55	43.65%	126
OSCEOLA	79	44	35.77%	123	0	0		0
PALM BEACH	297	108	26.67%	405	13	19	59.38%	32
PASCO	121	31	20.39%	152	0	0		0
PINELLAS	251	84	25.07%	335	24	5	17.24%	29
POLK	126	56	30.77%	182	9	5	35.71%	14
PUTNAM	7	3	30.00%	10	0	0		0
SANTA ROSA	12	8	40.00%	20	0	0		0
SARASOTA	84	27	24.32%	111	0	0		0
SEMINOLE	65	8	10.96%	73	0	0		0
ST. JOHNS	15	29	65.91%	44	0	0		0
ST. LUCIE	73	17	18.89%	90	2	4	66.67%	6
SUMTER	33	7	17.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	157	84	34.85%	241	0	5	100.00%	5
WALTON	8	15	65.22%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
