County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,626	1,337	22.42%	5,963	378	230	37.83%	608
ALACHUA	275	33	10.71%	308	38	9	19.15%	47
BAKER	0	0		0	0	0		0
BAY	48	0	0.00%	48	3	1	25.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	133	42	24.00%	175	0	0		0
BROWARD	389	82	17.41%	471	25	31	55.36%	56
CALHOUN	0	0		0	0	0		0
CHARLOTTE	40	11	21.57%	51	0	0		0
CITRUS	26	14	35.00%	40	0	0		0
CLAY	43	7	14.00%	50	3	1	25.00%	4
COLLIER	51	34	40.00%	85	0	0		0
COLUMBIA	18	0	0.00%	18	0	0		0
DESOTO	1	7	87.50%	8	0	0		0
DUVAL	309	128	29.29%	437	23	17	42.50%	40
ESCAMBIA	115	26	18.44%	141	6	10	62.50%	16
FLAGLER	17	1	5.56%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	47	15	24.19%	62	0	0		0
HIGHLANDS	21	8	27.59%	29	0	0		0
HILLSBOROUGH	328	48	12.77%	376	19	21	52.50%	40
HOLMES	0	0		0	0	0		0
INDIAN RIVER	21	10	32.26%	31	0	0		0
JACKSON	3	7	70.00%	10	0	0		0
LAKE	66	38	36.54%	104	0	0		0
LEE	113	28	19.86%	141	73	13	15.12%	86
LEON	64	8	11.11%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	50	11	18.03%	61	0	0		0
MARION	75	9	10.71%	84	0	0		0
MARTIN	12	27	69.23%	39	0	0		0
MIAMI-DADE	763	179	19.00%	942	65	46	41.44%	111
MONROE	10	3	23.08%	13	0	0		0
NASSAU	6	2	25.00%	8	0	0		0
OKALOOSA	48	8	14.29%	56	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	274	98	26.34%	372	71	42	37.17%	113
OSCEOLA	86	37	30.08%	123	0	6	100.00%	6
PALM BEACH	258	144	35.82%	402	21	12	36.36%	33
PASCO	104	20	16.13%	124	0	0		0
PINELLAS	228	53	18.86%	281	24	8	25.00%	32
POLK	112	25	18.25%	137	0	0		0
PUTNAM	8	2	20.00%	10	0	0		0
SANTA ROSA	8	14	63.64%	22	0	0		0
SARASOTA	84	26	23.64%	110	0	0		0
SEMINOLE	57	16	21.92%	73	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	76	14	15.56%	90	5	1	16.67%	6
SUMTER	35	5	12.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	163	59	26.58%	222	0	5	100.00%	5
WALTON	10	13	56.52%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
