County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	46,386	14,268	23.52%	60,654
ALACHUA	1,470	237	13.88%	1,707
BAKER	486	141	22.49%	627
BAY	460	102	18.15%	562
BRADFORD	5	5	50.00%	10
BREVARD	1,168	425	26.68%	1,593
BROWARD	4,182	939	18.34%	5,121
CALHOUN	6	4	40.00%	10
CHARLOTTE	485	231	32.26%	716
CITRUS	235	58	19.80%	293
CLAY	481	78	13.95%	559
COLLIER	657	196	22.98%	853
COLUMBIA	101	6	5.61%	107
DESOTO	20	28	58.33%	48
DUVAL	2,787	878	23.96%	3,665
ESCAMBIA	1,068	411	27.79%	1,479
FLAGLER	78	21	21.21%	99
FRANKLIN	0	15	100.00%	15
GADSDEN	756	197	20.67%	953
GULF	5	16	76.19%	21
HARDEE	25	0	0.00%	25
HENDRY	10	19	65.52%	29
HERNANDO	502	224	30.85%	726
HIGHLANDS	186	68	26.77%	254
HILLSBOROUGH	3,142	667	17.51%	3,809
HOLMES	10	10	50.00%	20
INDIAN RIVER	319	157	32.98%	476
JACKSON	36	67	65.05%	103
LAKE	719	190	20.90%	909
LEE	1,479	385	20.65%	1,864
LEON	772	97	11.16%	869
MADISON	7	8	53.33%	15
MANATEE	636	141	18.15%	777
MARION	860	89	9.38%	949
MARTIN	246	243	49.69%	489
MIAMI-DADE	6,457	2,055	24.14%	8,512
MONROE	93	25	21.19%	118
NASSAU	37	31	45.59%	68
OKALOOSA	367	83	18.44%	450
OKEECHOBEE	55	45	45.00%	100
ORANGE	3,457	958	21.70%	4,415
OSCEOLA	861	277	24.34%	1,138
PALM BEACH	2,781	1,263	31.23%	4,044
PASCO	1,067	320	23.07%	1,387
PINELLAS	2,154	794	26.93%	2,948
POLK	1,327	316	19.23%	1,643
PUTNAM	57	27	32.14%	84
SANTA ROSA	154	212	57.92%	366
SARASOTA	964	250	20.59%	1,214
SEMINOLE	729	224	23.50%	953
ST. JOHNS	193	137	41.52%	330
ST. LUCIE	704	170	19.45%	874
SUMTER	221	126	36.31%	347
SUWANNEE	0	0		0
TAYLOR	3	9	75.00%	12
UNION	65	48	42.48%	113
VOLUSIA	1,131	479	29.75%	1,610
WALTON	66	51	43.59%	117
WASHINGTON	44	15	25.42%	59
