County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,997	1,186	19.18%	6,183	432	245	36.19%	677
ALACHUA	281	27	8.77%	308	42	5	10.64%	47
BAKER	0	0		0	0	0		0
BAY	52	12	18.75%	64	0	4	100.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	143	36	20.11%	179	0	0		0
BROWARD	402	81	16.77%	483	46	38	45.24%	84
CALHOUN	0	0		0	0	0		0
CHARLOTTE	42	10	19.23%	52	0	0		0
CITRUS	35	5	12.50%	40	0	0		0
CLAY	50	12	19.35%	62	2	2	50.00%	4
COLLIER	65	20	23.53%	85	0	0		0
COLUMBIA	17	0	0.00%	17	0	0		0
DESOTO	8	0	0.00%	8	0	0		0
DUVAL	360	77	17.62%	437	20	8	28.57%	28
ESCAMBIA	135	16	10.60%	151	7	9	56.25%	16
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	46	17	26.98%	63	0	0		0
HIGHLANDS	21	5	19.23%	26	0	0		0
HILLSBOROUGH	318	71	18.25%	389	25	17	40.48%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	28	3	9.68%	31	0	0		0
JACKSON	7	0	0.00%	7	0	0		0
LAKE	71	31	30.39%	102	0	0		0
LEE	125	19	13.19%	144	63	23	26.74%	86
LEON	68	4	5.56%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	62	6	8.82%	68	0	0		0
MARION	93	7	7.00%	100	0	0		0
MARTIN	13	10	43.48%	23	0	0		0
MIAMI-DADE	752	193	20.42%	945	75	63	45.65%	138
MONROE	7	6	46.15%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	49	6	10.91%	55	0	0		0
OKEECHOBEE	7	1	12.50%	8	0	0		0
ORANGE	297	97	24.62%	394	82	44	34.92%	126
OSCEOLA	94	34	26.56%	128	0	0		0
PALM BEACH	283	120	29.78%	403	18	14	43.75%	32
PASCO	131	17	11.49%	148	0	0		0
PINELLAS	277	59	17.56%	336	37	4	9.76%	41
POLK	142	41	22.40%	183	8	6	42.86%	14
PUTNAM	9	1	10.00%	10	0	0		0
SANTA ROSA	11	10	47.62%	21	0	0		0
SARASOTA	82	30	26.79%	112	0	0		0
SEMINOLE	61	12	16.44%	73	0	0		0
ST. JOHNS	27	17	38.64%	44	0	0		0
ST. LUCIE	79	13	14.13%	92	5	1	16.67%	6
SUMTER	32	8	20.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	1	4	80.00%	5	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	172	38	18.10%	210	0	0		0
WALTON	18	4	18.18%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
