County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,862	1,244	20.37%	6,106	378	277	42.29%	655
ALACHUA	268	40	12.99%	308	37	10	21.28%	47
BAKER	0	0		0	0	0		0
BAY	54	5	8.47%	59	4	0	0.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	131	35	21.08%	166	0	0		0
BROWARD	389	87	18.28%	476	43	42	49.41%	85
CALHOUN	0	0		0	0	0		0
CHARLOTTE	47	4	7.84%	51	0	0		0
CITRUS	36	4	10.00%	40	0	0		0
CLAY	45	5	10.00%	50	5	1	16.67%	6
COLLIER	61	24	28.24%	85	0	0		0
COLUMBIA	17	0	0.00%	17	0	0		0
DESOTO	4	4	50.00%	8	0	0		0
DUVAL	341	82	19.39%	423	16	24	60.00%	40
ESCAMBIA	128	23	15.23%	151	3	13	81.25%	16
FLAGLER	14	4	22.22%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	35	27	43.55%	62	0	0		0
HIGHLANDS	20	8	28.57%	28	0	0		0
HILLSBOROUGH	321	78	19.55%	399	25	17	40.48%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	14	14	50.00%	28	0	0		0
JACKSON	6	1	14.29%	7	0	0		0
LAKE	70	34	32.69%	104	0	0		0
LEE	103	37	26.43%	140	56	30	34.88%	86
LEON	65	8	10.96%	73	1	8	88.89%	9
MADISON	0	0		0	0	0		0
MANATEE	58	10	14.71%	68	0	0		0
MARION	81	3	3.57%	84	0	0		0
MARTIN	13	8	38.10%	21	0	0		0
MIAMI-DADE	798	154	16.18%	952	51	49	49.00%	100
MONROE	9	4	30.77%	13	0	0		0
NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	51	3	5.56%	54	0	0		0
OKEECHOBEE	5	3	37.50%	8	0	0		0
ORANGE	287	113	28.25%	400	77	49	38.89%	126
OSCEOLA	89	34	27.64%	123	0	0		0
PALM BEACH	277	125	31.09%	402	11	21	65.63%	32
PASCO	140	9	6.04%	149	0	0		0
PINELLAS	262	77	22.71%	339	32	5	13.51%	37
POLK	138	42	23.33%	180	12	2	14.29%	14
PUTNAM	10	0	0.00%	10	0	0		0
SANTA ROSA	14	8	36.36%	22	0	0		0
SARASOTA	85	27	24.11%	112	0	0		0
SEMINOLE	64	9	12.33%	73	0	0		0
ST. JOHNS	25	19	43.18%	44	0	0		0
ST. LUCIE	83	7	7.78%	90	5	1	16.67%	6
SUMTER	35	5	12.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	144	50	25.77%	194	0	5	100.00%	5
WALTON	17	6	26.09%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
