County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	44,328	15,929	26.44%	60,257
ALACHUA	1,385	328	19.15%	1,713
BAKER	129	496	79.36%	625
BAY	432	128	22.86%	560
BRADFORD	5	5	50.00%	10
BREVARD	1,156	496	30.02%	1,652
BROWARD	4,071	1,124	21.64%	5,195
CALHOUN	6	4	40.00%	10
CHARLOTTE	423	287	40.42%	710
CITRUS	197	90	31.36%	287
CLAY	475	83	14.87%	558
COLLIER	680	169	19.91%	849
COLUMBIA	110	2	1.79%	112
DESOTO	17	38	69.09%	55
DUVAL	2,655	967	26.70%	3,622
ESCAMBIA	1,037	458	30.64%	1,495
FLAGLER	76	23	23.23%	99
FRANKLIN	1	14	93.33%	15
GADSDEN	778	171	18.02%	949
GULF	6	15	71.43%	21
HARDEE	22	3	12.00%	25
HENDRY	11	18	62.07%	29
HERNANDO	486	243	33.33%	729
HIGHLANDS	209	46	18.04%	255
HILLSBOROUGH	2,959	816	21.62%	3,775
HOLMES	7	13	65.00%	20
INDIAN RIVER	287	174	37.74%	461
JACKSON	41	64	60.95%	105
LAKE	687	207	23.15%	894
LEE	1,409	380	21.24%	1,789
LEON	717	140	16.34%	857
MADISON	8	7	46.67%	15
MANATEE	603	141	18.95%	744
MARION	799	126	13.62%	925
MARTIN	218	272	55.51%	490
MIAMI-DADE	6,362	2,143	25.20%	8,505
MONROE	87	24	21.62%	111
NASSAU	33	35	51.47%	68
OKALOOSA	339	112	24.83%	451
OKEECHOBEE	49	51	51.00%	100
ORANGE	3,254	1,123	25.66%	4,377
OSCEOLA	821	327	28.48%	1,148
PALM BEACH	2,661	1,442	35.15%	4,103
PASCO	1,117	264	19.12%	1,381
PINELLAS	2,221	596	21.16%	2,817
POLK	1,226	385	23.90%	1,611
PUTNAM	50	34	40.48%	84
SANTA ROSA	142	209	59.54%	351
SARASOTA	924	244	20.89%	1,168
SEMINOLE	690	244	26.12%	934
ST. JOHNS	183	147	44.55%	330
ST. LUCIE	645	228	26.12%	873
SUMTER	227	120	34.58%	347
SUWANNEE	0	0		0
TAYLOR	4	8	66.67%	12
UNION	60	64	51.61%	124
VOLUSIA	1,036	500	32.55%	1,536
WALTON	48	69	58.97%	117
WASHINGTON	47	12	20.34%	59
