County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	47,026	14,414	23.46%	61,440
ALACHUA	1,417	314	18.14%	1,731
BAKER	489	136	21.76%	625
BAY	444	104	18.98%	548
BRADFORD	5	5	50.00%	10
BREVARD	1,199	425	26.17%	1,624
BROWARD	4,258	1,076	20.17%	5,334
CALHOUN	6	4	40.00%	10
CHARLOTTE	459	168	26.79%	627
CITRUS	267	39	12.75%	306
CLAY	492	75	13.23%	567
COLLIER	736	145	16.46%	881
COLUMBIA	101	0	0.00%	101
DESOTO	28	27	49.09%	55
DUVAL	2,830	928	24.69%	3,758
ESCAMBIA	1,138	318	21.84%	1,456
FLAGLER	93	6	6.06%	99
FRANKLIN	1	14	93.33%	15
GADSDEN	572	381	39.98%	953
GULF	8	13	61.90%	21
HARDEE	19	6	24.00%	25
HENDRY	8	21	72.41%	29
HERNANDO	519	219	29.67%	738
HIGHLANDS	235	33	12.31%	268
HILLSBOROUGH	3,325	709	17.58%	4,034
HOLMES	11	9	45.00%	20
INDIAN RIVER	316	133	29.62%	449
JACKSON	57	33	36.67%	90
LAKE	732	196	21.12%	928
LEE	1,528	273	15.16%	1,801
LEON	765	105	12.07%	870
MADISON	11	4	26.67%	15
MANATEE	700	90	11.39%	790
MARION	812	100	10.96%	912
MARTIN	247	183	42.56%	430
MIAMI-DADE	6,285	2,414	27.75%	8,699
MONROE	59	98	62.42%	157
NASSAU	27	41	60.29%	68
OKALOOSA	374	81	17.80%	455
OKEECHOBEE	54	46	46.00%	100
ORANGE	3,315	1,010	23.35%	4,325
OSCEOLA	882	286	24.49%	1,168
PALM BEACH	2,851	1,179	29.26%	4,030
PASCO	1,215	173	12.46%	1,388
PINELLAS	2,386	896	27.30%	3,282
POLK	1,313	377	22.31%	1,690
PUTNAM	67	17	20.24%	84
SANTA ROSA	139	213	60.51%	352
SARASOTA	1,077	140	11.50%	1,217
SEMINOLE	772	169	17.96%	941
ST. JOHNS	168	164	49.40%	332
ST. LUCIE	702	151	17.70%	853
SUMTER	255	92	26.51%	347
SUWANNEE	0	0		0
TAYLOR	4	8	66.67%	12
UNION	47	30	38.96%	77
VOLUSIA	1,074	493	31.46%	1,567
WALTON	85	32	27.35%	117
WASHINGTON	47	12	20.34%	59
