County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	5,066	1,067	17.40%	6,133	443	249	35.98%	692
ALACHUA	299	9	2.92%	308	39	8	17.02%	47
BAKER	0	0		0	0	0		0
BAY	61	3	4.69%	64	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	139	40	22.35%	179	0	0		0
BROWARD	395	82	17.19%	477	44	40	47.62%	84
CALHOUN	0	0		0	0	0		0
CHARLOTTE	46	5	9.80%	51	0	0		0
CITRUS	29	11	27.50%	40	0	0		0
CLAY	40	8	16.67%	48	2	2	50.00%	4
COLLIER	65	20	23.53%	85	0	0		0
COLUMBIA	15	0	0.00%	15	0	0		0
DESOTO	8	0	0.00%	8	0	0		0
DUVAL	381	49	11.40%	430	23	4	14.81%	27
ESCAMBIA	133	18	11.92%	151	9	8	47.06%	17
FLAGLER	16	2	11.11%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	3	100.00%	3	0	0		0
HERNANDO	50	13	20.63%	63	0	0		0
HIGHLANDS	21	5	19.23%	26	0	0		0
HILLSBOROUGH	333	59	15.05%	392	24	18	42.86%	42
HOLMES	0	0		0	0	0		0
INDIAN RIVER	27	4	12.90%	31	0	0		0
JACKSON	6	1	14.29%	7	0	0		0
LAKE	78	26	25.00%	104	0	0		0
LEE	123	18	12.77%	141	63	23	26.74%	86
LEON	65	7	9.72%	72	5	4	44.44%	9
MADISON	0	0		0	0	0		0
MANATEE	61	7	10.29%	68	0	0		0
MARION	82	15	15.46%	97	0	0		0
MARTIN	13	8	38.10%	21	0	0		0
MIAMI-DADE	763	174	18.57%	937	75	62	45.26%	137
MONROE	13	4	23.53%	17	0	0		0
NASSAU	6	2	25.00%	8	0	0		0
OKALOOSA	46	8	14.81%	54	0	0		0
OKEECHOBEE	6	2	25.00%	8	0	0		0
ORANGE	298	100	25.13%	398	86	50	36.76%	136
OSCEOLA	97	28	22.40%	125	0	0		0
PALM BEACH	307	78	20.26%	385	14	18	56.25%	32
PASCO	125	23	15.54%	148	0	0		0
PINELLAS	252	98	28.00%	350	38	4	9.52%	42
POLK	162	21	11.48%	183	11	3	21.43%	14
PUTNAM	6	4	40.00%	10	0	0		0
SANTA ROSA	15	1	6.25%	16	0	0		0
SARASOTA	78	36	31.58%	114	0	0		0
SEMINOLE	72	2	2.70%	74	0	0		0
ST. JOHNS	23	21	47.73%	44	0	0		0
ST. LUCIE	83	7	7.78%	90	6	0	0.00%	6
SUMTER	32	8	20.00%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	5	100.00%	5	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	175	31	15.05%	206	2	3	60.00%	5
WALTON	21	1	4.55%	22	0	0		0
WASHINGTON	0	0		0	0	0		0
