County	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	46,422	13,538	22.58%	59,960
ALACHUA	1,478	232	13.57%	1,710
BAKER	123	502	80.32%	625
BAY	436	141	24.44%	577
BRADFORD	5	5	50.00%	10
BREVARD	1,210	408	25.22%	1,618
BROWARD	4,535	919	16.85%	5,454
CALHOUN	5	5	50.00%	10
CHARLOTTE	461	231	33.38%	692
CITRUS	221	65	22.73%	286
CLAY	458	85	15.65%	543
COLLIER	714	177	19.87%	891
COLUMBIA	121	8	6.20%	129
DESOTO	30	25	45.45%	55
DUVAL	2,876	886	23.55%	3,762
ESCAMBIA	1,119	337	23.15%	1,456
FLAGLER	87	12	12.12%	99
FRANKLIN	4	11	73.33%	15
GADSDEN	0	0		0
GULF	9	12	57.14%	21
HARDEE	22	3	12.00%	25
HENDRY	16	13	44.83%	29
HERNANDO	498	226	31.22%	724
HIGHLANDS	212	56	20.90%	268
HILLSBOROUGH	3,179	579	15.41%	3,758
HOLMES	7	13	65.00%	20
INDIAN RIVER	337	120	26.26%	457
JACKSON	45	60	57.14%	105
LAKE	674	218	24.44%	892
LEE	1,464	295	16.77%	1,759
LEON	720	146	16.86%	866
MADISON	9	7	43.75%	16
MANATEE	655	123	15.81%	778
MARION	747	141	15.88%	888
MARTIN	223	261	53.93%	484
MIAMI-DADE	6,886	1,702	19.82%	8,588
MONROE	82	31	27.43%	113
NASSAU	41	27	39.71%	68
OKALOOSA	382	80	17.32%	462
OKEECHOBEE	47	53	53.00%	100
ORANGE	3,408	985	22.42%	4,393
OSCEOLA	872	285	24.63%	1,157
PALM BEACH	2,952	1,201	28.92%	4,153
PASCO	1,062	316	22.93%	1,378
PINELLAS	2,336	545	18.92%	2,881
POLK	1,309	326	19.94%	1,635
PUTNAM	54	30	35.71%	84
SANTA ROSA	160	191	54.42%	351
SARASOTA	985	212	17.71%	1,197
SEMINOLE	720	222	23.57%	942
ST. JOHNS	191	139	42.12%	330
ST. LUCIE	755	138	15.45%	893
SUMTER	226	121	34.87%	347
SUWANNEE	0	0		0
TAYLOR	6	6	50.00%	12
UNION	54	71	56.80%	125
VOLUSIA	1,088	465	29.94%	1,553
WALTON	63	54	46.15%	117
WASHINGTON	43	16	27.12%	59
