County	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	4,562	1,521	25.00%	6,083	427	222	34.21%	649
ALACHUA	265	43	13.96%	308	37	10	21.28%	47
BAKER	0	0		0	0	0		0
BAY	58	9	13.43%	67	2	2	50.00%	4
BRADFORD	0	0		0	0	0		0
BREVARD	129	39	23.21%	168	0	0		0
BROWARD	349	102	22.62%	451	51	25	32.89%	76
CALHOUN	0	0		0	0	0		0
CHARLOTTE	47	4	7.84%	51	0	0		0
CITRUS	32	8	20.00%	40	0	0		0
CLAY	42	8	16.00%	50	2	2	50.00%	4
COLLIER	61	24	28.24%	85	0	0		0
COLUMBIA	9	0	0.00%	9	0	0		0
DESOTO	2	6	75.00%	8	0	0		0
DUVAL	327	110	25.17%	437	24	16	40.00%	40
ESCAMBIA	107	34	24.11%	141	7	9	56.25%	16
FLAGLER	15	3	16.67%	18	0	0		0
FRANKLIN	0	0		0	0	0		0
GADSDEN	0	0		0	0	0		0
GULF	0	0		0	0	0		0
HARDEE	0	0		0	0	0		0
HENDRY	0	4	100.00%	4	0	0		0
HERNANDO	52	10	16.13%	62	0	0		0
HIGHLANDS	14	16	53.33%	30	0	0		0
HILLSBOROUGH	317	70	18.09%	387	24	16	40.00%	40
HOLMES	0	0		0	0	0		0
INDIAN RIVER	14	16	53.33%	30	0	0		0
JACKSON	6	4	40.00%	10	0	0		0
LAKE	63	41	39.42%	104	0	0		0
LEE	111	28	20.14%	139	65	21	24.42%	86
LEON	59	13	18.06%	72	2	7	77.78%	9
MADISON	0	0		0	0	0		0
MANATEE	55	13	19.12%	68	0	0		0
MARION	79	8	9.20%	87	0	0		0
MARTIN	20	5	20.00%	25	0	0		0
MIAMI-DADE	719	226	23.92%	945	73	44	37.61%	117
MONROE	6	7	53.85%	13	0	0		0
NASSAU	7	1	12.50%	8	0	0		0
OKALOOSA	42	12	22.22%	54	0	0		0
OKEECHOBEE	8	0	0.00%	8	0	0		0
ORANGE	277	127	31.44%	404	74	42	36.21%	116
OSCEOLA	77	46	37.40%	123	0	0		0
PALM BEACH	249	144	36.64%	393	23	9	28.13%	32
PASCO	107	35	24.65%	142	0	0		0
PINELLAS	248	64	20.51%	312	32	5	13.51%	37
POLK	134	46	25.56%	180	8	6	42.86%	14
PUTNAM	7	3	30.00%	10	0	0		0
SANTA ROSA	8	12	60.00%	20	0	0		0
SARASOTA	62	46	42.59%	108	0	0		0
SEMINOLE	55	18	24.66%	73	0	0		0
ST. JOHNS	22	22	50.00%	44	0	0		0
ST. LUCIE	76	14	15.56%	90	2	4	66.67%	6
SUMTER	33	7	17.50%	40	0	0		0
SUWANNEE	0	0		0	0	0		0
TAYLOR	0	0		0	0	0		0
UNION	0	0		0	0	0		0
VOLUSIA	176	66	27.27%	242	1	4	80.00%	5
WALTON	16	7	30.43%	23	0	0		0
WASHINGTON	0	0		0	0	0		0
