County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	44,933	16,397	26.74%	61,330
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	852	194	18.55%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	454	45	9.02%	499
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	45	15	25.00%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	58	23	28.40%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	40	8	16.67%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	3	9	75.00%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	515	98	15.99%	613
BAY	100026	ASCENSION SACRED HEART BAY	98	19	16.24%	117
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	216	31	12.55%	247
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	54	32	37.21%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	48	8	14.29%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	23	7	23.33%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	369	126	25.45%	495
BREVARD	100028	PARRISH MEDICAL CENTER	108	68	38.64%	176
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	141	50	26.18%	191
BREVARD	100177	CAPE CANAVERAL HOSPITAL	84	56	40.00%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	53	7	11.67%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	103	12	10.43%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	35	70	66.67%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	44	6	12.00%	50
BREVARD	23960092	VIERA HOSPITAL	52	27	34.18%	79
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	32	12	27.27%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	554	242	30.40%	796
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	335	40	10.67%	375
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	79	40	33.61%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	350	110	23.91%	460
BROWARD	100073	HOLY CROSS HOSPITAL	203	145	41.67%	348
BROWARD	100086	BROWARD HEALTH NORTH	223	10	4.29%	233
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	42	22	34.38%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	126	114	47.50%	240
BROWARD	100189	NORTHWEST MEDICAL CENTER	183	107	36.90%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	117	11	8.59%	128
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	180	15	7.69%	195
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	162	155	48.90%	317
