County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	47,620	14,231	23.01%	61,851
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	908	138	13.19%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	454	43	8.65%	497
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	42	18	30.00%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	60	21	25.93%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	43	5	10.42%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	7	5	41.67%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	512	101	16.48%	613
BAY	100026	ASCENSION SACRED HEART BAY	105	35	25.00%	140
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	185	51	21.61%	236
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	62	24	27.91%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	51	5	8.93%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	26	4	13.33%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	407	89	17.94%	496
BREVARD	100028	PARRISH MEDICAL CENTER	109	66	37.71%	175
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	142	50	26.04%	192
BREVARD	100177	CAPE CANAVERAL HOSPITAL	72	68	48.57%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	53	7	11.67%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	87	48	35.56%	135
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	49	56	53.33%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	42	18	30.00%	60
BREVARD	23960092	VIERA HOSPITAL	68	16	19.05%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	25	19	43.18%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	563	232	29.18%	795
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	413	22	5.06%	435
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	77	42	35.29%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	442	18	3.91%	460
BROWARD	100073	HOLY CROSS HOSPITAL	234	114	32.76%	348
BROWARD	100086	BROWARD HEALTH NORTH	205	6	2.84%	211
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	50	13	20.63%	63
BROWARD	100167	PLANTATION GENERAL HOSPITAL	140	100	41.67%	240
BROWARD	100189	NORTHWEST MEDICAL CENTER	231	59	20.34%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	114	0	0.00%	114
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	160	33	17.10%	193
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	157	160	50.47%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	104	15	12.61%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	219	31	12.40%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	148	16	9.76%	164
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	13	13	50.00%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	76	34	30.91%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	307	0	0.00%	307
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	32	18	36.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	2	2.13%	94
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	160	11	6.43%	171
BROWARD	111527	MEMORIAL HOSPITAL WEST	314	42	11.80%	356
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	145	33	18.54%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	20	0	0.00%	20
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	100	25	20.00%	125
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	153	102	40.00%	255
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	172	81	32.02%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	141	172	54.95%	313
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	87	15	14.71%	102
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	58	15	20.55%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	338	26	7.14%	364
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	102	32	23.88%	134
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	263	16	5.73%	279
COLLIER	110043	WILLOUGH AT NAPLES, THE	69	18	20.69%	87
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	203	42	17.14%	245
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	96	13	11.93%	109
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	88	12	12.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	30	20	40.00%	50
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	102	0	0.00%	102
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	39	17	30.36%	56
DUVAL	100001	UF HEALTH JACKSONVILLE	488	115	19.07%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	308	204	39.84%	512
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	413	71	14.67%	484
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	98	50	33.78%	148
DUVAL	100151	MAYO CLINIC	277	27	8.88%	304
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	323	176	35.27%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	130	9	6.47%	139
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	30	2	6.25%	32
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	51	33	39.29%	84
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	270	52	16.15%	322
DUVAL	23960061	WEKIVA SPRINGS	53	59	52.68%	112
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	129	80	38.28%	209
