County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	50,373	11,851	19.05%	62,224
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	952	113	10.61%	1,065
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	503	32	5.98%	535
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	50	10	16.67%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	84	3	3.45%	87
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	42	6	12.50%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	6	6	50.00%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	483	130	21.21%	613
BAY	100026	ASCENSION SACRED HEART BAY	129	19	12.84%	148
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	218	36	14.17%	254
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	63	23	26.74%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	46	2	4.17%	48
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	28	2	6.67%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	433	73	14.43%	506
BREVARD	100028	PARRISH MEDICAL CENTER	124	50	28.74%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	148	57	27.80%	205
BREVARD	100177	CAPE CANAVERAL HOSPITAL	82	58	41.43%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	65	0	0.00%	65
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	102	17	14.29%	119
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	47	58	55.24%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	49	11	18.33%	60
BREVARD	23960092	VIERA HOSPITAL	80	6	6.98%	86
