County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	50,323	11,788	18.98%	62,111
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	957	108	10.14%	1,065
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	497	41	7.62%	538
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	48	12	20.00%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	79	6	7.06%	85
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	42	6	12.50%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	8	4	33.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	484	129	21.04%	613
BAY	100026	ASCENSION SACRED HEART BAY	136	16	10.53%	152
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	223	29	11.51%	252
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	57	29	33.72%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	48	0	0.00%	48
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	28	2	6.67%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	439	67	13.24%	506
BREVARD	100028	PARRISH MEDICAL CENTER	117	58	33.14%	175
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	148	57	27.80%	205
BREVARD	100177	CAPE CANAVERAL HOSPITAL	86	54	38.57%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	64	0	0.00%	64
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	109	10	8.40%	119
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	48	57	54.29%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	47	13	21.67%	60
BREVARD	23960092	VIERA HOSPITAL	74	10	11.90%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	23	21	47.73%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	621	172	21.69%	793
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	428	43	9.13%	471
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	82	37	31.09%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	220	10	4.35%	230
BROWARD	100073	HOLY CROSS HOSPITAL	250	98	28.16%	348
BROWARD	100086	BROWARD HEALTH NORTH	259	0	0.00%	259
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	51	13	20.31%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	132	108	45.00%	240
BROWARD	100189	NORTHWEST MEDICAL CENTER	238	52	17.93%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	119	0	0.00%	119
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	184	13	6.60%	197
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	150	167	52.68%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	108	11	9.24%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	223	27	10.80%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	152	2	1.30%	154
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	13	13	50.00%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	72	38	34.55%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	312	0	0.00%	312
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	25	25	50.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	191	20	9.48%	211
BROWARD	111527	MEMORIAL HOSPITAL WEST	419	32	7.10%	451
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	134	44	24.72%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	8	2	20.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	96	33	25.58%	129
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	151	65	30.09%	216
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	177	76	30.04%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	161	43	21.08%	204
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	77	13	14.44%	90
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	58	15	20.55%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	319	35	9.89%	354
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	109	25	18.66%	134
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	280	14	4.76%	294
COLLIER	110043	WILLOUGH AT NAPLES, THE	54	33	37.93%	87
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	233	27	10.38%	260
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	109	0	0.00%	109
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	100	0	0.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	32	18	36.00%	50
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	89	2	2.20%	91
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	31	26	45.61%	57
DUVAL	100001	UF HEALTH JACKSONVILLE	505	96	15.97%	601
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	335	174	34.18%	509
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	430	64	12.96%	494
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	105	45	30.00%	150
DUVAL	100151	MAYO CLINIC	293	17	5.48%	310
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	335	164	32.87%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	134	10	6.94%	144
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	32	2	5.88%	34
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	53	31	36.90%	84
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	277	45	13.98%	322
DUVAL	23960061	WEKIVA SPRINGS	63	59	48.36%	122
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	161	54	25.12%	215
DUVAL	23960123	UF HEALTH NORTH	102	2	1.92%	104
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	153	33	17.74%	186
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	440	122	21.71%	562
ESCAMBIA	100093	BAPTIST HOSPITAL	362	71	16.40%	433
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	310	103	24.94%	413
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	62	13	17.33%	75
FLAGLER	100118	ADVENTHEALTH PALM COAST	91	8	8.08%	99
FRANKLIN	100153	GEORGE E WEEMS MEMORIAL HOSPITAL	2	13	86.67%	15
GADSDEN	100159	CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS	0	4	100.00%	4
GADSDEN	104000	FLORIDA STATE HOSPITAL	620	329	34.67%	949
GULF	23960084	ASCENSION SACRED HEART GULF	10	11	52.38%	21
HARDEE	100282	ADVENTHEALTH WAUCHULA	25	0	0.00%	25
HENDRY	100098	HENDRY REGIONAL MEDICAL CENTER	10	19	65.52%	29
HERNANDO	100071	BAYFRONT HEALTH BROOKSVILLE	79	32	28.83%	111
HERNANDO	100264	OAK HILL HOSPITAL	326	30	8.43%	356
HERNANDO	110054	SPRINGBROOK HOSPITAL	62	0	0.00%	62
HERNANDO	111525	BAYFRONT HEALTH SPRING HILL	69	55	44.35%	124
HERNANDO	23960042	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL	55	25	31.25%	80
HIGHLANDS	100049	HIGHLANDS REGIONAL MEDICAL CENTER	60	5	7.69%	65
HIGHLANDS	100109	ADVENTHEALTH SEBRING	193	0	0.00%	193
HIGHLANDS	120013	ADVENTHEALTH LAKE PLACID	25	4	13.79%	29
HILLSBOROUGH	100069	ADVENTHEALTH CARROLLWOOD	110	7	5.98%	117
HILLSBOROUGH	100075	ST JOSEPHS HOSPITAL	508	81	13.75%	589
HILLSBOROUGH	100115	KINDRED HOSPITAL-BAY AREA-TAMPA	54	13	19.40%	67
HILLSBOROUGH	100128	TAMPA GENERAL HOSPITAL	913	163	15.15%	1,076
HILLSBOROUGH	100132	SOUTH FLORIDA BAPTIST HOSPITAL	118	9	7.09%	127
HILLSBOROUGH	100143	KINDRED HOSPITAL-CENTRAL TAMPA	77	9	10.47%	86
HILLSBOROUGH	100173	ADVENTHEALTH TAMPA	478	58	10.82%	536
HILLSBOROUGH	100206	MEMORIAL HOSPITAL OF TAMPA	105	15	12.50%	120
HILLSBOROUGH	100243	BRANDON REGIONAL HOSPITAL	415	87	17.33%	502
HILLSBOROUGH	100255	TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA	28	14	33.33%	42
HILLSBOROUGH	100259	SOUTH BAY HOSPITAL	79	43	35.25%	122
HILLSBOROUGH	110009	H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL	218	31	12.45%	249
HILLSBOROUGH	23960100	ST JOSEPHS HOSPITAL NORTH	125	13	9.42%	138
HILLSBOROUGH	23960105	ST JOSEPHS HOSPITAL SOUTH	159	21	11.67%	180
HILLSBOROUGH	23960113	ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER	58	2	3.33%	60
HOLMES	100078	DOCTORS MEMORIAL HOSPITAL	18	2	10.00%	20
INDIAN RIVER	100105	CLEVELAND CLINIC INDIAN RIVER HOSPITAL	217	104	32.40%	321
INDIAN RIVER	100217	STEWARD SEBASTIAN RIVER MEDICAL CENTER	88	5	5.38%	93
INDIAN RIVER	110017	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST	51	14	21.54%	65
JACKSON	100138	CAMPBELLTON-GRACEVILLE HOSPITAL	0	0		0
JACKSON	100142	JACKSON HOSPITAL	56	35	38.46%	91
LAKE	100051	ORLANDO HEALTH SOUTH LAKE HOSPITAL	204	20	8.93%	224
LAKE	100057	ADVENTHEALTH WATERMAN	247	53	17.67%	300
LAKE	100084	UF HEALTH LEESBURG HOSPITAL INC	265	65	19.70%	330
LAKE	100214	UF HEALTH LEESBURG SENIOR BEHAVIORAL HEALTH CENTER	4	19	82.61%	23
LAKE	104018	LIFESTREAM BEHAVIORAL CENTER	34	15	30.61%	49
LEE	100012	LEE MEMORIAL HOSPITAL	287	27	8.60%	314
LEE	100107	LEHIGH REGIONAL MEDICAL CENTER	31	13	29.55%	44
LEE	100220	GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM	515	55	9.65%	570
LEE	100244	CAPE CORAL HOSPITAL	276	12	4.17%	288
LEE	120005	HEALTHPARK MEDICAL CENTER	379	74	16.34%	453
LEE	23960103	PARK ROYAL HOSPITAL	95	17	15.18%	112
LEE	23960107	SELECT SPECIALTY HOSPITAL-FORT MYERS	50	10	16.67%	60
LEON	100135	TALLAHASSEE MEMORIAL HOSPITAL	427	34	7.38%	461
LEON	100254	CAPITAL REGIONAL MEDICAL CENTER	255	28	9.89%	283
LEON	110021	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAHASSEE	43	12	21.82%	55
LEON	110044	EASTSIDE PSYCHIATRIC HOSPITAL	22	12	35.29%	34
LEON	23960059	SELECT SPECIALTY HOSPITAL - TALLAHASSEE	36	14	28.00%	50
MADISON	100004	MADISON COUNTY MEMORIAL HOSPITAL	6	9	60.00%	15
MANATEE	100035	MANATEE MEMORIAL HOSPITAL	293	17	5.48%	310
MANATEE	100213	BLAKE MEDICAL CENTER	273	11	3.87%	284
MANATEE	110028	CENTERSTONE OF FLORIDA	19	18	48.65%	37
MANATEE	110049	SUNCOAST BEHAVIORAL HEALTH CENTER	22	38	63.33%	60
MANATEE	23960046	LAKEWOOD RANCH MEDICAL CENTER	109	8	6.84%	117
MARION	100062	ADVENTHEALTH OCALA	308	5	1.60%	313
MARION	100212	OCALA REGIONAL MEDICAL CENTER	281	7	2.43%	288
MARION	23960039	WEST MARION COMMUNITY HOSPITAL	184	2	1.08%	186
MARION	23960060	KINDRED HOSPITAL OCALA	13	5	27.78%	18
MARION	23960073	THE VINES HOSPITAL	62	36	36.73%	98
MARION	23960109	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA	60	20	25.00%	80
MARTIN	100044	CLEVELAND CLINIC MARTIN NORTH HOSPITAL	142	37	20.67%	179
MARTIN	120009	CLEVELAND CLINIC MARTIN SOUTH HOSPITAL	69	19	21.59%	88
MARTIN	23960112	ENCOMPASS HEALTH REHAB HOSPITAL AN AFFILIATE OF MARTIN HEALTH	74	6	7.50%	80
