County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	45,925	14,804	24.38%	60,729
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	872	174	16.63%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	404	79	16.36%	483
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	55	5	8.33%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	52	28	35.00%	80
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	45	3	6.25%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	5	8	61.54%	13
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	467	146	23.82%	613
BAY	100026	ASCENSION SACRED HEART BAY	119	25	17.36%	144
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	205	37	15.29%	242
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	74	12	13.95%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	40	16	28.57%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	19	11	36.67%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	504	53	9.52%	557
BREVARD	100028	PARRISH MEDICAL CENTER	110	64	36.78%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	141	35	19.89%	176
BREVARD	100177	CAPE CANAVERAL HOSPITAL	93	47	33.57%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	14	36	72.00%	50
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	95	20	17.39%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	43	62	59.05%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	48	12	20.00%	60
BREVARD	23960092	VIERA HOSPITAL	73	11	13.10%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	32	12	27.27%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	702	104	12.90%	806
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	386	33	7.88%	419
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	79	40	33.61%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	226	11	4.64%	237
BROWARD	100073	HOLY CROSS HOSPITAL	211	137	39.37%	348
BROWARD	100086	BROWARD HEALTH NORTH	223	17	7.08%	240
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	37	27	42.19%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	118	146	55.30%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	189	101	34.83%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	94	12	11.32%	106
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	164	24	12.77%	188
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	172	145	45.74%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	94	25	21.01%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	224	26	10.40%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	146	29	16.57%	175
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	5	21	80.77%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	87	23	20.91%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	283	0	0.00%	283
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	29	21	42.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	3	3.16%	95
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	151	8	5.03%	159
BROWARD	111527	MEMORIAL HOSPITAL WEST	361	28	7.20%	389
