County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	43,990	17,350	28.28%	61,340
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	849	197	18.83%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	444	46	9.39%	490
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	44	16	26.67%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	56	25	30.86%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	42	6	12.50%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	2	10	83.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	517	96	15.66%	613
BAY	100026	ASCENSION SACRED HEART BAY	89	61	40.67%	150
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	189	42	18.18%	231
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	53	33	38.37%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	48	8	14.29%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	23	7	23.33%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	362	134	27.02%	496
BREVARD	100028	PARRISH MEDICAL CENTER	102	74	42.05%	176
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	141	50	26.18%	191
BREVARD	100177	CAPE CANAVERAL HOSPITAL	86	54	38.57%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	55	5	8.33%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	93	22	19.13%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	49	56	53.33%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	46	14	23.33%	60
BREVARD	23960092	VIERA HOSPITAL	57	27	32.14%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	26	18	40.91%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	534	261	32.83%	795
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	334	46	12.11%	380
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	77	42	35.29%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	342	118	25.65%	460
BROWARD	100073	HOLY CROSS HOSPITAL	189	159	45.69%	348
BROWARD	100086	BROWARD HEALTH NORTH	223	10	4.29%	233
