County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	48,194	14,249	22.82%	62,443
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	857	212	19.83%	1,069
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	440	40	8.33%	480
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	55	5	8.33%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	66	15	18.52%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	41	7	14.58%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	5	7	58.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	475	138	22.51%	613
BAY	100026	ASCENSION SACRED HEART BAY	129	21	14.00%	150
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	201	38	15.90%	239
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	67	19	22.09%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	44	5	10.20%	49
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	27	3	10.00%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	418	88	17.39%	506
BREVARD	100028	PARRISH MEDICAL CENTER	114	60	34.48%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	131	57	30.32%	188
BREVARD	100177	CAPE CANAVERAL HOSPITAL	89	50	35.97%	139
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	60	0	0.00%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	109	9	7.63%	118
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	34	71	67.62%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	46	14	23.33%	60
BREVARD	23960092	VIERA HOSPITAL	68	16	19.05%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	45	29	39.19%	74
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	590	196	24.94%	786
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	375	32	7.86%	407
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	78	41	34.45%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	203	27	11.74%	230
BROWARD	100073	HOLY CROSS HOSPITAL	243	105	30.17%	348
BROWARD	100086	BROWARD HEALTH NORTH	241	13	5.12%	254
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	47	17	26.56%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	126	114	47.50%	240
BROWARD	100189	NORTHWEST MEDICAL CENTER	223	68	23.37%	291
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	120	13	9.77%	133
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	185	9	4.64%	194
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	146	171	53.94%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	116	15	11.45%	131
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	211	39	15.60%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	156	5	3.11%	161
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	8	18	69.23%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	88	22	20.00%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	310	0	0.00%	310
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	35	15	30.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	183	11	5.67%	194
BROWARD	111527	MEMORIAL HOSPITAL WEST	402	45	10.07%	447
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	136	42	23.60%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	5	5	50.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	113	13	10.32%	126
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	154	63	29.03%	217
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	181	72	28.46%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	128	76	37.25%	204
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	78	9	10.34%	87
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	66	7	9.59%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	301	49	14.00%	350
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	121	29	19.33%	150
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	281	25	8.17%	306
COLLIER	110043	WILLOUGH AT NAPLES, THE	50	37	42.53%	87
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	226	41	15.36%	267
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	109	0	0.00%	109
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	100	0	0.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	30	20	40.00%	50
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	102	0	0.00%	102
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	18	40	68.97%	58
DUVAL	100001	UF HEALTH JACKSONVILLE	460	143	23.71%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	279	227	44.86%	506
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	396	88	18.18%	484
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	89	61	40.67%	150
DUVAL	100151	MAYO CLINIC	262	42	13.82%	304
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	317	182	36.47%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	142	1	0.70%	143
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	30	2	6.25%	32
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	50	34	40.48%	84
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	271	51	15.84%	322
DUVAL	23960061	WEKIVA SPRINGS	67	59	46.83%	126
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	129	105	44.87%	234
DUVAL	23960123	UF HEALTH NORTH	79	13	14.13%	92
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	156	30	16.13%	186
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	408	145	26.22%	553
ESCAMBIA	100093	BAPTIST HOSPITAL	309	124	28.64%	433
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	298	115	27.85%	413
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	69	6	8.00%	75
FLAGLER	100118	ADVENTHEALTH PALM COAST	91	8	8.08%	99
FRANKLIN	100153	GEORGE E WEEMS MEMORIAL HOSPITAL	3	12	80.00%	15
GADSDEN	100159	CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS	0	4	100.00%	4
GADSDEN	104000	FLORIDA STATE HOSPITAL	682	267	28.13%	949
GULF	23960084	ASCENSION SACRED HEART GULF	4	17	80.95%	21
HARDEE	100282	ADVENTHEALTH WAUCHULA	24	1	4.00%	25
HENDRY	100098	HENDRY REGIONAL MEDICAL CENTER	4	25	86.21%	29
HERNANDO	100071	BAYFRONT HEALTH BROOKSVILLE	69	43	38.39%	112
HERNANDO	100264	OAK HILL HOSPITAL	298	53	15.10%	351
HERNANDO	110054	SPRINGBROOK HOSPITAL	71	0	0.00%	71
HERNANDO	111525	BAYFRONT HEALTH SPRING HILL	59	60	50.42%	119
HERNANDO	23960042	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL	58	22	27.50%	80
HIGHLANDS	100049	HIGHLANDS REGIONAL MEDICAL CENTER	59	6	9.23%	65
HIGHLANDS	100109	ADVENTHEALTH SEBRING	152	19	11.11%	171
HIGHLANDS	120013	ADVENTHEALTH LAKE PLACID	20	3	13.04%	23
HILLSBOROUGH	100069	ADVENTHEALTH CARROLLWOOD	90	21	18.92%	111
HILLSBOROUGH	100075	ST JOSEPHS HOSPITAL	543	183	25.21%	726
HILLSBOROUGH	100115	KINDRED HOSPITAL-BAY AREA-TAMPA	56	23	29.11%	79
HILLSBOROUGH	100128	TAMPA GENERAL HOSPITAL	862	195	18.45%	1,057
HILLSBOROUGH	100132	SOUTH FLORIDA BAPTIST HOSPITAL	104	9	7.96%	113
HILLSBOROUGH	100143	KINDRED HOSPITAL-CENTRAL TAMPA	72	25	25.77%	97
