County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	44,461	16,395	26.94%	60,856
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	832	214	20.46%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	430	51	10.60%	481
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	47	13	21.67%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	53	28	34.57%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	44	4	8.33%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	6	6	50.00%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	470	143	23.33%	613
BAY	100026	ASCENSION SACRED HEART BAY	118	33	21.85%	151
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	169	63	27.16%	232
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	59	27	31.40%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	39	9	18.75%	48
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	21	9	30.00%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	419	78	15.69%	497
BREVARD	100028	PARRISH MEDICAL CENTER	96	78	44.83%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	130	62	32.29%	192
BREVARD	100177	CAPE CANAVERAL HOSPITAL	90	50	35.71%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	54	6	10.00%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	108	7	6.09%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	30	75	71.43%	105
