County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	47,736	12,914	21.29%	60,650
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	859	187	17.88%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	446	26	5.51%	472
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	44	6	12.00%	50
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	67	15	18.29%	82
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	43	5	10.42%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	2	10	83.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	111	502	81.89%	613
BAY	100026	ASCENSION SACRED HEART BAY	147	30	16.95%	177
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	204	29	12.45%	233
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	62	24	27.91%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	38	18	32.14%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	7	23	76.67%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	431	71	14.14%	502
BREVARD	100028	PARRISH MEDICAL CENTER	132	39	22.81%	171
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	169	34	16.75%	203
BREVARD	100177	CAPE CANAVERAL HOSPITAL	72	68	48.57%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	60	1	1.64%	61
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	86	29	25.22%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	46	59	56.19%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	45	15	25.00%	60
BREVARD	23960092	VIERA HOSPITAL	77	7	8.33%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	21	23	52.27%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	698	141	16.81%	839
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	399	15	3.62%	414
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	85	34	28.57%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	223	7	3.04%	230
BROWARD	100073	HOLY CROSS HOSPITAL	220	128	36.78%	348
BROWARD	100086	BROWARD HEALTH NORTH	250	3	1.19%	253
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	42	12	22.22%	54
BROWARD	100167	PLANTATION GENERAL HOSPITAL	146	118	44.70%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	219	70	24.22%	289
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	131	11	7.75%	142
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	163	20	10.93%	183
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	165	152	47.95%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	102	17	14.29%	119
