County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	46,563	14,600	23.87%	61,163
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	892	154	14.72%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	450	42	8.54%	492
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	55	5	8.33%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	61	20	24.69%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	48	0	0.00%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	7	5	41.67%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	475	138	22.51%	613
BAY	100026	ASCENSION SACRED HEART BAY	127	19	13.01%	146
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	221	26	10.53%	247
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	59	29	32.95%	88
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	39	9	18.75%	48
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	18	12	40.00%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	406	90	18.15%	496
BREVARD	100028	PARRISH MEDICAL CENTER	110	64	36.78%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	132	63	32.31%	195
BREVARD	100177	CAPE CANAVERAL HOSPITAL	85	55	39.29%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	57	3	5.00%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	83	32	27.83%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	46	59	56.19%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	43	17	28.33%	60
BREVARD	23960092	VIERA HOSPITAL	73	21	22.34%	94
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	30	14	31.82%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	665	164	19.78%	829
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	384	22	5.42%	406
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	74	45	37.82%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	217	13	5.65%	230
BROWARD	100073	HOLY CROSS HOSPITAL	231	117	33.62%	348
BROWARD	100086	BROWARD HEALTH NORTH	229	8	3.38%	237
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	37	27	42.19%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	145	119	45.08%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	205	85	29.31%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	95	2	2.06%	97
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	168	29	14.72%	197
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	166	151	47.63%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	105	14	11.76%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	211	39	15.60%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	99	14	12.39%	113
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	10	16	61.54%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	92	18	16.36%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	294	0	0.00%	294
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	35	15	30.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	179	8	4.28%	187
BROWARD	111527	MEMORIAL HOSPITAL WEST	365	35	8.75%	400
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	118	60	33.71%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	5	4	44.44%	9
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	105	22	17.32%	127
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	167	74	30.71%	241
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	176	77	30.43%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	149	58	28.02%	207
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	96	5	4.95%	101
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	45	28	38.36%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	344	26	7.03%	370
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	99	27	21.43%	126
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	210	43	17.00%	253
COLLIER	110043	WILLOUGH AT NAPLES, THE	66	21	24.14%	87
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	212	39	15.54%	251
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	109	0	0.00%	109
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	76	24	24.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	25	25	50.00%	50
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	100	0	0.00%	100
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	23	28	54.90%	51
DUVAL	100001	UF HEALTH JACKSONVILLE	452	151	25.04%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	317	195	38.09%	512
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	410	46	10.09%	456
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	95	55	36.67%	150
DUVAL	100151	MAYO CLINIC	291	13	4.28%	304
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	323	176	35.27%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	136	3	2.16%	139
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	19	3	13.64%	22
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	49	35	41.67%	84
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	208	93	30.90%	301
DUVAL	23960061	WEKIVA SPRINGS	75	59	44.03%	134
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	140	101	41.91%	241
DUVAL	23960123	UF HEALTH NORTH	82	10	10.87%	92
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	164	35	17.59%	199
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	390	152	28.04%	542
ESCAMBIA	100093	BAPTIST HOSPITAL	325	101	23.71%	426
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	313	97	23.66%	410
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	61	14	18.67%	75
FLAGLER	100118	ADVENTHEALTH PALM COAST	91	8	8.08%	99
FRANKLIN	100153	GEORGE E WEEMS MEMORIAL HOSPITAL	0	15	100.00%	15
GADSDEN	100159	CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS	0	4	100.00%	4
