County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	49,339	12,890	20.71%	62,229
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	925	140	13.15%	1,065
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	471	56	10.63%	527
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	55	5	8.33%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	55	26	32.10%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	41	7	14.58%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	2	10	83.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	478	135	22.02%	613
BAY	100026	ASCENSION SACRED HEART BAY	128	22	14.67%	150
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	217	34	13.55%	251
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	63	23	26.74%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	45	3	6.25%	48
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	27	3	10.00%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	414	91	18.02%	505
BREVARD	100028	PARRISH MEDICAL CENTER	110	65	37.14%	175
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	147	57	27.94%	204
BREVARD	100177	CAPE CANAVERAL HOSPITAL	88	52	37.14%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	65	0	0.00%	65
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	98	21	17.65%	119
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	39	66	62.86%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	48	12	20.00%	60
BREVARD	23960092	VIERA HOSPITAL	73	11	13.10%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	28	16	36.36%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	611	187	23.43%	798
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	382	37	8.83%	419
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	78	41	34.45%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	219	11	4.78%	230
BROWARD	100073	HOLY CROSS HOSPITAL	221	127	36.49%	348
BROWARD	100086	BROWARD HEALTH NORTH	261	2	0.76%	263
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	50	14	21.88%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	156	84	35.00%	240
BROWARD	100189	NORTHWEST MEDICAL CENTER	209	81	27.93%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	120	2	1.64%	122
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	178	12	6.32%	190
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	135	182	57.41%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	103	28	21.37%	131
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	216	34	13.60%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	158	9	5.39%	167
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	14	12	46.15%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	96	14	12.73%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	309	0	0.00%	309
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	29	21	42.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	174	7	3.87%	181
BROWARD	111527	MEMORIAL HOSPITAL WEST	425	37	8.01%	462
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	124	54	30.34%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	0	10	100.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	112	16	12.50%	128
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	188	32	14.55%	220
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	160	93	36.76%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	148	56	27.45%	204
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	83	15	15.31%	98
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	65	8	10.96%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	325	31	8.71%	356
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	105	30	22.22%	135
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	297	10	3.26%	307
COLLIER	110043	WILLOUGH AT NAPLES, THE	45	42	48.28%	87
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	242	28	10.37%	270
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	109	0	0.00%	109
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	100	0	0.00%	100
