County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	47,860	13,900	22.51%	61,760
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	834	212	20.27%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	475	38	7.41%	513
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	48	12	20.00%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	57	24	29.63%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	43	5	10.42%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	6	6	50.00%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	486	127	20.72%	613
BAY	100026	ASCENSION SACRED HEART BAY	123	20	13.99%	143
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	224	31	12.16%	255
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	72	14	16.28%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	48	8	14.29%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	22	8	26.67%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	426	91	17.60%	517
BREVARD	100028	PARRISH MEDICAL CENTER	100	74	42.53%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	145	50	25.64%	195
BREVARD	100177	CAPE CANAVERAL HOSPITAL	76	64	45.71%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	58	2	3.33%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	94	21	18.26%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	48	57	54.29%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	39	21	35.00%	60
BREVARD	23960092	VIERA HOSPITAL	64	20	23.81%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	29	15	34.09%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	586	173	22.79%	759
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	410	24	5.53%	434
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	80	39	32.77%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	215	15	6.52%	230
BROWARD	100073	HOLY CROSS HOSPITAL	232	116	33.33%	348
BROWARD	100086	BROWARD HEALTH NORTH	233	12	4.90%	245
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	47	16	25.40%	63
BROWARD	100167	PLANTATION GENERAL HOSPITAL	143	97	40.42%	240
BROWARD	100189	NORTHWEST MEDICAL CENTER	213	77	26.55%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	112	18	13.85%	130
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	163	24	12.83%	187
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	159	158	49.84%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	104	15	12.61%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	239	11	4.40%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	151	12	7.36%	163
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	13	13	50.00%	26
