County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	46,370	14,661	24.02%	61,031
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	871	175	16.73%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	422	65	13.35%	487
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	43	17	28.33%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	61	20	24.69%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	48	0	0.00%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	6	6	50.00%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	126	487	79.45%	613
BAY	100026	ASCENSION SACRED HEART BAY	115	27	19.01%	142
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	206	33	13.81%	239
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	63	23	26.74%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	36	20	35.71%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	15	15	50.00%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	421	85	16.80%	506
BREVARD	100028	PARRISH MEDICAL CENTER	99	80	44.69%	179
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	151	37	19.68%	188
BREVARD	100177	CAPE CANAVERAL HOSPITAL	77	63	45.00%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	46	4	8.00%	50
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	89	26	22.61%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	37	78	67.83%	115
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	54	6	10.00%	60
BREVARD	23960092	VIERA HOSPITAL	67	27	28.72%	94
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	23	21	47.73%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	722	123	14.56%	845
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	388	27	6.51%	415
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	76	43	36.13%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	218	12	5.22%	230
BROWARD	100073	HOLY CROSS HOSPITAL	196	152	43.68%	348
BROWARD	100086	BROWARD HEALTH NORTH	247	5	1.98%	252
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	37	27	42.19%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	143	121	45.83%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	208	75	26.50%	283
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	130	2	1.52%	132
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	176	19	9.74%	195
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	166	151	47.63%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	49	50	50.51%	99
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	210	40	16.00%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	145	32	18.08%	177
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	12	14	53.85%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	94	16	14.55%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	286	0	0.00%	286
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	29	11	27.50%	40
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	161	8	4.73%	169
BROWARD	111527	MEMORIAL HOSPITAL WEST	404	39	8.80%	443
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	139	39	21.91%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	6	4	40.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	157	73	31.74%	230
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	164	73	30.80%	237
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	143	110	43.48%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	156	48	23.53%	204
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	74	18	19.57%	92
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	47	26	35.62%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	330	47	12.47%	377
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	94	12	11.32%	106
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	236	41	14.80%	277
COLLIER	110043	WILLOUGH AT NAPLES, THE	74	5	6.33%	79
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	231	40	14.76%	271
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	93	16	14.68%	109
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	75	25	25.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	23	20	46.51%	43
COLUMBIA	100102	SHANDS LAKE SHORE REGIONAL MEDICAL CENTER	12	4	25.00%	16
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	89	2	2.20%	91
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	21	34	61.82%	55
DUVAL	100001	UF HEALTH JACKSONVILLE	483	120	19.90%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	316	256	44.76%	572
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	441	42	8.70%	483
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	100	44	30.56%	144
DUVAL	100151	MAYO CLINIC	263	41	13.49%	304
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	329	170	34.07%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	122	10	7.58%	132
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	20	2	9.09%	22
