County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	47,622	13,830	22.51%	61,452
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	887	159	15.20%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	475	35	6.86%	510
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	50	10	16.67%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	58	23	28.40%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	42	6	12.50%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	6	6	50.00%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	495	118	19.25%	613
BAY	100026	ASCENSION SACRED HEART BAY	122	19	13.48%	141
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	222	28	11.20%	250
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	57	29	33.72%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	45	11	19.64%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	22	8	26.67%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	405	91	18.35%	496
BREVARD	100028	PARRISH MEDICAL CENTER	89	85	48.85%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	145	50	25.64%	195
BREVARD	100177	CAPE CANAVERAL HOSPITAL	83	57	40.71%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	57	3	5.00%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	86	29	25.22%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	49	56	53.33%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	37	23	38.33%	60
BREVARD	23960092	VIERA HOSPITAL	57	27	32.14%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	29	15	34.09%	44
