County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	43,867	17,192	28.16%	61,059
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	871	177	16.89%	1,048
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	421	58	12.11%	479
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	54	6	10.00%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	64	17	20.99%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	44	4	8.33%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	3	9	75.00%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	462	151	24.63%	613
BAY	100026	ASCENSION SACRED HEART BAY	121	19	13.57%	140
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	184	48	20.69%	232
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	63	23	26.74%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	40	6	13.04%	46
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	18	12	40.00%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	418	88	17.39%	506
BREVARD	100028	PARRISH MEDICAL CENTER	80	99	55.31%	179
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	146	35	19.34%	181
BREVARD	100177	CAPE CANAVERAL HOSPITAL	93	47	33.57%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	46	4	8.00%	50
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	96	19	16.52%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	30	75	71.43%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	45	15	25.00%	60
BREVARD	23960092	VIERA HOSPITAL	60	24	28.57%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	24	20	45.45%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	659	114	14.75%	773
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	360	46	11.33%	406
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	76	43	36.13%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	191	39	16.96%	230
BROWARD	100073	HOLY CROSS HOSPITAL	187	161	46.26%	348
BROWARD	100086	BROWARD HEALTH NORTH	222	13	5.53%	235
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	39	25	39.06%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	118	146	55.30%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	200	85	29.82%	285
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	117	6	4.88%	123
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	157	33	17.37%	190
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	155	162	51.10%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	80	39	32.77%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	185	65	26.00%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	119	16	11.85%	135
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	5	21	80.77%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	80	30	27.27%	110
