County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	45,919	14,154	23.56%	60,073
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	809	235	22.51%	1,044
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	358	66	15.57%	424
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	39	11	22.00%	50
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	66	15	18.52%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	41	7	14.58%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	2	10	83.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	108	505	82.38%	613
BAY	100026	ASCENSION SACRED HEART BAY	133	33	19.88%	166
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	189	42	18.18%	231
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	62	24	27.91%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	39	17	30.36%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	5	35	87.50%	40
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	381	125	24.70%	506
BREVARD	100028	PARRISH MEDICAL CENTER	117	48	29.09%	165
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	148	34	18.68%	182
BREVARD	100177	CAPE CANAVERAL HOSPITAL	54	86	61.43%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	57	3	5.00%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	85	19	18.27%	104
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	39	66	62.86%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	42	18	30.00%	60
BREVARD	23960092	VIERA HOSPITAL	63	21	25.00%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	29	15	34.09%	44
