County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	46,006	13,902	23.21%	59,908
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	888	160	15.27%	1,048
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	425	63	12.91%	488
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	55	1	1.79%	56
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	55	29	34.52%	84
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	47	1	2.08%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	5	7	58.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	125	488	79.61%	613
BAY	100026	ASCENSION SACRED HEART BAY	124	29	18.95%	153
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	208	35	14.40%	243
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	66	20	23.26%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	33	23	41.07%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	10	20	66.67%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	399	107	21.15%	506
BREVARD	100028	PARRISH MEDICAL CENTER	118	64	35.16%	182
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	142	27	15.98%	169
BREVARD	100177	CAPE CANAVERAL HOSPITAL	63	77	55.00%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	60	0	0.00%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	81	34	29.57%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	36	69	65.71%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	52	8	13.33%	60
BREVARD	23960092	VIERA HOSPITAL	66	18	21.43%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	23	21	47.73%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	651	169	20.61%	820
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	352	15	4.09%	367
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	79	40	33.61%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	239	3	1.24%	242
BROWARD	100073	HOLY CROSS HOSPITAL	211	137	39.37%	348
BROWARD	100086	BROWARD HEALTH NORTH	224	0	0.00%	224
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	41	12	22.64%	53
BROWARD	100167	PLANTATION GENERAL HOSPITAL	157	107	40.53%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	220	70	24.14%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	117	9	7.14%	126
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	175	18	9.33%	193
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	145	172	54.26%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	49	21	30.00%	70
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	226	24	9.60%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	167	21	11.17%	188
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	13	13	50.00%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	93	17	15.45%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	292	0	0.00%	292
