County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	46,100	15,145	24.73%	61,245
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	835	211	20.17%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	415	63	13.18%	478
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	43	17	28.33%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	50	31	38.27%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	48	0	0.00%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	6	6	50.00%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	492	121	19.74%	613
BAY	100026	ASCENSION SACRED HEART BAY	111	22	16.54%	133
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	210	32	13.22%	242
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	63	23	26.74%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	45	11	19.64%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	17	13	43.33%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	423	73	14.72%	496
BREVARD	100028	PARRISH MEDICAL CENTER	108	66	37.93%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	165	60	26.67%	225
BREVARD	100177	CAPE CANAVERAL HOSPITAL	87	53	37.86%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	60	0	0.00%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	72	32	30.77%	104
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	50	55	52.38%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	44	16	26.67%	60
BREVARD	23960092	VIERA HOSPITAL	66	18	21.43%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	24	30	55.56%	54
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	597	182	23.36%	779
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	350	34	8.85%	384
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	77	42	35.29%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	218	12	5.22%	230
BROWARD	100073	HOLY CROSS HOSPITAL	225	123	35.34%	348
BROWARD	100086	BROWARD HEALTH NORTH	168	2	1.18%	170
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	47	16	25.40%	63
BROWARD	100167	PLANTATION GENERAL HOSPITAL	126	114	47.50%	240
BROWARD	100189	NORTHWEST MEDICAL CENTER	202	88	30.34%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	107	5	4.46%	112
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	154	33	17.65%	187
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	149	168	53.00%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	98	21	17.65%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	216	34	13.60%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	119	17	12.50%	136
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	12	14	53.85%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	89	21	19.09%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	310	0	0.00%	310
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	29	21	42.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	172	1	0.58%	173
BROWARD	111527	MEMORIAL HOSPITAL WEST	394	35	8.16%	429
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	128	50	28.09%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	6	4	40.00%	10
