County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	48,023	12,547	20.71%	60,570
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	859	187	17.88%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	366	58	13.68%	424
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	40	10	20.00%	50
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	55	26	32.10%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	42	6	12.50%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	2	10	83.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	508	105	17.13%	613
BAY	100026	ASCENSION SACRED HEART BAY	128	40	23.81%	168
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	205	34	14.23%	239
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	56	30	34.88%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	41	15	26.79%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0	0		0
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	405	101	19.96%	506
BREVARD	100028	PARRISH MEDICAL CENTER	99	54	35.29%	153
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	130	90	40.91%	220
BREVARD	100177	CAPE CANAVERAL HOSPITAL	79	61	43.57%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	59	1	1.67%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	92	23	20.00%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	35	70	66.67%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	38	22	36.67%	60
BREVARD	23960092	VIERA HOSPITAL	75	9	10.71%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	30	14	31.82%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	633	134	17.47%	767
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	432	32	6.90%	464
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	76	43	36.13%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	209	21	9.13%	230
BROWARD	100073	HOLY CROSS HOSPITAL	247	101	29.02%	348
BROWARD	100086	BROWARD HEALTH NORTH	235	0	0.00%	235
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	43	11	20.37%	54
BROWARD	100167	PLANTATION GENERAL HOSPITAL	151	113	42.80%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	205	79	27.82%	284
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	97	42	30.22%	139
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	172	26	13.13%	198
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	183	134	42.27%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	106	28	20.90%	134
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	238	12	4.80%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	159	15	8.62%	174
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	11	15	57.69%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	80	30	27.27%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	297	0	0.00%	297
