County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	47,133	13,370	22.10%	60,503
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	888	158	15.11%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	428	45	9.51%	473
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	44	6	12.00%	50
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	63	19	23.17%	82
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	47	1	2.08%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	2	10	83.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	112	501	81.73%	613
BAY	100026	ASCENSION SACRED HEART BAY	143	30	17.34%	173
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	188	43	18.61%	231
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	63	23	26.74%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	35	21	37.50%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	9	21	70.00%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	419	87	17.19%	506
BREVARD	100028	PARRISH MEDICAL CENTER	113	61	35.06%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	139	37	21.02%	176
BREVARD	100177	CAPE CANAVERAL HOSPITAL	93	47	33.57%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	59	1	1.67%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	76	39	33.91%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	42	63	60.00%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	47	13	21.67%	60
BREVARD	23960092	VIERA HOSPITAL	72	12	14.29%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	18	26	59.09%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	670	141	17.39%	811
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	395	18	4.36%	413
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	85	34	28.57%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	190	40	17.39%	230
BROWARD	100073	HOLY CROSS HOSPITAL	224	124	35.63%	348
BROWARD	100086	BROWARD HEALTH NORTH	244	4	1.61%	248
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	42	12	22.22%	54
BROWARD	100167	PLANTATION GENERAL HOSPITAL	155	109	41.29%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	220	70	24.14%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	133	18	11.92%	151
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	161	30	15.71%	191
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	168	149	47.00%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	104	15	12.61%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	232	18	7.20%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	175	12	6.42%	187
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	13	13	50.00%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	85	25	22.73%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	299	0	0.00%	299
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	31	9	22.50%	40
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	5	5.15%	97
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	165	8	4.62%	173
BROWARD	111527	MEMORIAL HOSPITAL WEST	417	38	8.35%	455
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	194	16	7.62%	210
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	4	6	60.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	157	74	32.03%	231
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	155	63	28.90%	218
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	164	89	35.18%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	148	56	27.45%	204
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	76	15	16.48%	91
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	39	20	33.90%	59
CLAY	100226	ORANGE PARK MEDICAL CENTER	351	44	11.14%	395
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	95	11	10.38%	106
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	242	46	15.97%	288
COLLIER	110043	WILLOUGH AT NAPLES, THE	56	28	33.33%	84
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	209	59	22.01%	268
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	96	8	7.69%	104
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	83	17	17.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	28	20	41.67%	48
COLUMBIA	100102	SHANDS LAKE SHORE REGIONAL MEDICAL CENTER	25	15	37.50%	40
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	99	0	0.00%	99
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	25	30	54.55%	55
DUVAL	100001	UF HEALTH JACKSONVILLE	514	89	14.76%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	379	141	27.12%	520
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	462	95	17.06%	557
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	144	47	24.61%	191
DUVAL	100151	MAYO CLINIC	284	24	7.79%	308
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	352	147	29.46%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	127	12	8.63%	139
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	20	2	9.09%	22
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	49	35	41.67%	84
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	324	80	19.80%	404
DUVAL	23960061	WEKIVA SPRINGS	81	53	39.55%	134
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	123	117	48.75%	240
DUVAL	23960123	UF HEALTH NORTH	74	18	19.57%	92
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	148	78	34.51%	226
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	430	77	15.19%	507
ESCAMBIA	100093	BAPTIST HOSPITAL	302	105	25.80%	407
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	263	150	36.32%	413
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	70	5	6.67%	75
FLAGLER	100118	ADVENTHEALTH PALM COAST	87	12	12.12%	99
FRANKLIN	100153	GEORGE E WEEMS MEMORIAL HOSPITAL	0	15	100.00%	15
GADSDEN	100159	CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS	0	0		0
GADSDEN	104000	FLORIDA STATE HOSPITAL	0	0		0
GULF	23960084	ASCENSION SACRED HEART GULF	5	16	76.19%	21
HARDEE	100282	ADVENTHEALTH WAUCHULA	25	0	0.00%	25
HENDRY	100098	HENDRY REGIONAL MEDICAL CENTER	14	15	51.72%	29
HERNANDO	100071	BAYFRONT HEALTH BROOKSVILLE	72	38	34.55%	110
HERNANDO	100264	OAK HILL HOSPITAL	289	61	17.43%	350
HERNANDO	110054	SPRINGBROOK HOSPITAL	70	0	0.00%	70
HERNANDO	111525	BAYFRONT HEALTH SPRING HILL	65	59	47.58%	124
HERNANDO	23960042	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL	56	24	30.00%	80
HIGHLANDS	100049	HIGHLANDS REGIONAL MEDICAL CENTER	34	30	46.88%	64
HIGHLANDS	100109	ADVENTHEALTH SEBRING	161	10	5.85%	171
HIGHLANDS	120013	ADVENTHEALTH LAKE PLACID	18	15	45.45%	33
HILLSBOROUGH	100069	ADVENTHEALTH CARROLLWOOD	97	3	3.00%	100
HILLSBOROUGH	100075	ST JOSEPHS HOSPITAL	628	54	7.92%	682
HILLSBOROUGH	100115	KINDRED HOSPITAL-BAY AREA-TAMPA	57	16	21.92%	73
HILLSBOROUGH	100128	TAMPA GENERAL HOSPITAL	808	181	18.30%	989
HILLSBOROUGH	100132	SOUTH FLORIDA BAPTIST HOSPITAL	99	1	1.00%	100
HILLSBOROUGH	100143	KINDRED HOSPITAL-CENTRAL TAMPA	61	32	34.41%	93
HILLSBOROUGH	100173	ADVENTHEALTH TAMPA	427	101	19.13%	528
HILLSBOROUGH	100206	MEMORIAL HOSPITAL OF TAMPA	88	17	16.19%	105
HILLSBOROUGH	100243	BRANDON REGIONAL HOSPITAL	339	83	19.67%	422
