County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	43,923	16,799	27.67%	60,722
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	837	209	19.98%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	397	66	14.25%	463
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	48	12	20.00%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	52	29	35.80%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	47	1	2.08%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	5	7	58.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	473	140	22.84%	613
BAY	100026	ASCENSION SACRED HEART BAY	110	39	26.17%	149
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	176	55	23.81%	231
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	57	29	33.72%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	35	13	27.08%	48
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	19	11	36.67%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	411	91	18.13%	502
BREVARD	100028	PARRISH MEDICAL CENTER	90	86	48.86%	176
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	134	62	31.63%	196
BREVARD	100177	CAPE CANAVERAL HOSPITAL	86	54	38.57%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	59	1	1.67%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	107	8	6.96%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	30	75	71.43%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	47	13	21.67%	60
