County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	43,797	16,273	27.09%	60,070
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	875	171	16.35%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	374	77	17.07%	451
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	56	4	6.67%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	56	25	30.86%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	47	0	0.00%	47
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	6	6	50.00%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	471	142	23.16%	613
BAY	100026	ASCENSION SACRED HEART BAY	116	27	18.88%	143
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	182	49	21.21%	231
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	68	18	20.93%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	43	12	21.82%	55
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	23	7	23.33%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	435	71	14.03%	506
BREVARD	100028	PARRISH MEDICAL CENTER	96	78	44.83%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	130	44	25.29%	174
BREVARD	100177	CAPE CANAVERAL HOSPITAL	87	53	37.86%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	12	0	0.00%	12
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	94	21	18.26%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	37	68	64.76%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	47	13	21.67%	60
BREVARD	23960092	VIERA HOSPITAL	61	23	27.38%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	30	14	31.82%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	698	104	12.97%	802
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	357	34	8.70%	391
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	86	33	27.73%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	179	51	22.17%	230
BROWARD	100073	HOLY CROSS HOSPITAL	199	149	42.82%	348
BROWARD	100086	BROWARD HEALTH NORTH	221	0	0.00%	221
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	38	26	40.63%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	123	141	53.41%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	184	109	37.20%	293
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	83	3	3.49%	86
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	151	39	20.53%	190
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	167	150	47.32%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	85	34	28.57%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	183	67	26.80%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	122	35	22.29%	157
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	7	19	73.08%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	83	27	24.55%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	282	0	0.00%	282
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	34	16	32.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
