County	FileNumber	ProviderName	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	Total	Total	5,040	1,135	18.38%	6,175	399	223	35.85%	622
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	232	28	10.77%	260	38	9	19.15%	47
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	35	13	27.08%	48	0	0		0
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	0	0		0	0	0		0
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	0	0		0	0	0		0
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	0	0		0	0	0		0
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	0	0		0	0	0		0
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	0	0		0	0	0		0
BAY	100026	ASCENSION SACRED HEART BAY	38	5	11.63%	43	0	0		0
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	25	0	0.00%	25	2	2	50.00%	4
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	0	0		0	0	0		0
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	0	0		0	0	0		0
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0	0		0	0	0		0
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	0	0		0	0	0		0
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	52	16	23.53%	68	0	0		0
BREVARD	100028	PARRISH MEDICAL CENTER	8	4	33.33%	12	0	0		0
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	29	3	9.38%	32	0	0		0
BREVARD	100177	CAPE CANAVERAL HOSPITAL	7	5	41.67%	12	0	0		0
BREVARD	104024	CIRCLES OF CARE, INC	0	0		0	0	0		0
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	0	0		0	0	0		0
BREVARD	110036	DEVEREUX FLORIDA	0	0		0	0	0		0
BREVARD	120007	PALM BAY HOSPITAL	12	0	0.00%	12	0	0		0
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	8	4	33.33%	12	0	0		0
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	6	2	25.00%	8	0	0		0
BREVARD	23960092	VIERA HOSPITAL	15	5	25.00%	20	0	0		0
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	0	0		0	0	0		0
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	54	18	25.00%	72	18	11	37.93%	29
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	39	6	13.33%	45	9	0	0.00%	9
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	6	2	25.00%	8	0	0		0
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	46	1	2.13%	47	0	0		0
BROWARD	100073	HOLY CROSS HOSPITAL	33	9	21.43%	42	7	5	41.67%	12
BROWARD	100086	BROWARD HEALTH NORTH	34	0	0.00%	34	0	0		0
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	6	2	25.00%	8	0	0		0
BROWARD	100167	PLANTATION GENERAL HOSPITAL	15	5	25.00%	20	0	8	100.00%	8
BROWARD	100189	NORTHWEST MEDICAL CENTER	24	6	20.00%	30	0	0		0
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	8	1	11.11%	9	0	0		0
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	32	4	11.11%	36	0	0		0
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	12	3	20.00%	15	0	0		0
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	0	0		0	0	0		0
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	30	2	6.25%	32	0	0		0
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	17	4	19.05%	21	0	0		0
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	0	0		0	0	0		0
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	0	0		0	0	0		0
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	0	0		0	0	0		0
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	0	0		0	0	0		0
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	0	0		0	0	0		0
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	20	0	0.00%	20	0	0		0
BROWARD	111527	MEMORIAL HOSPITAL WEST	54	0	0.00%	54	0	0		0
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	24	0	0.00%	24	0	0		0
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	0	0		0	0	0		0
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	10	1	9.09%	11	0	0		0
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	17	2	10.53%	19	0	0		0
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	15	4	21.05%	19	0	0		0
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	23	1	4.17%	24	0	0		0
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	13	3	18.75%	16	0	0		0
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	6	0	0.00%	6	0	0		0
CLAY	100226	ORANGE PARK MEDICAL CENTER	24	4	14.29%	28	3	11	78.57%	14
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	8	0	0.00%	8	0	0		0
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	17	14	45.16%	31	0	0		0
COLLIER	110043	WILLOUGH AT NAPLES, THE	0	0		0	0	0		0
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	7	9	56.25%	16	0	0		0
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	12	1	7.69%	13	0	0		0
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	10	2	16.67%	12	0	0		0
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	9	1	10.00%	10	0	0		0
COLUMBIA	100102	SHANDS LAKE SHORE REGIONAL MEDICAL CENTER	3	0	0.00%	3	0	0		0
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	9	0	0.00%	9	0	0		0
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	8	0	0.00%	8	0	0		0
DUVAL	100001	UF HEALTH JACKSONVILLE	91	9	9.00%	100	2	6	75.00%	8
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	43	25	36.76%	68	0	0		0
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	59	17	22.37%	76	0	0		0
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	19	5	20.83%	24	0	0		0
DUVAL	100151	MAYO CLINIC	34	20	37.04%	54	0	0		0
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	27	15	35.71%	42	0	0		0
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	0	0		0	0	0		0
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	0	0		0	0	0		0
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	0	0		0	0	0		0
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	29	6	17.14%	35	0	0		0
DUVAL	23960061	WEKIVA SPRINGS	0	0		0	0	0		0
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	11	7	38.89%	18	0	0		0
DUVAL	23960123	UF HEALTH NORTH	23	1	4.17%	24	0	0		0
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	0	0		0	14	18	56.25%	32
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	49	2	3.92%	51	6	4	40.00%	10
ESCAMBIA	100093	BAPTIST HOSPITAL	48	0	0.00%	48	0	0		0
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	35	7	16.67%	42	0	6	100.00%	6
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	6	0	0.00%	6	0	0		0
FLAGLER	100118	ADVENTHEALTH PALM COAST	15	3	16.67%	18	0	0		0
FRANKLIN	100153	GEORGE E WEEMS MEMORIAL HOSPITAL	0	0		0	0	0		0
GADSDEN	100159	CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS	0	0		0	0	0		0
GADSDEN	104000	FLORIDA STATE HOSPITAL	0	0		0	0	0		0
GULF	23960084	ASCENSION SACRED HEART GULF	0	0		0	0	0		0
HARDEE	100282	ADVENTHEALTH WAUCHULA	0	0		0	0	0		0
HENDRY	100098	HENDRY REGIONAL MEDICAL CENTER	0	0		0	0	0		0
HERNANDO	100071	BAYFRONT HEALTH BROOKSVILLE	15	3	16.67%	18	0	0		0
HERNANDO	100264	OAK HILL HOSPITAL	33	3	8.33%	36	0	0		0
