County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	43,852	16,534	27.38%	60,386
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	873	173	16.54%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	375	92	19.70%	467
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	55	5	8.33%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	65	16	19.75%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	47	1	2.08%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	5	7	58.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	471	142	23.16%	613
BAY	100026	ASCENSION SACRED HEART BAY	122	19	13.48%	141
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	186	45	19.48%	231
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	73	13	15.12%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	43	12	21.82%	55
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	20	10	33.33%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	441	65	12.85%	506
BREVARD	100028	PARRISH MEDICAL CENTER	104	70	40.23%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	123	51	29.31%	174
BREVARD	100177	CAPE CANAVERAL HOSPITAL	96	44	31.43%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	10	0	0.00%	10
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	92	23	20.00%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	31	74	70.48%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	47	13	21.67%	60
BREVARD	23960092	VIERA HOSPITAL	66	18	21.43%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	34	10	22.73%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	662	122	15.56%	784
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	364	48	11.65%	412
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	83	36	30.25%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	177	53	23.04%	230
BROWARD	100073	HOLY CROSS HOSPITAL	193	155	44.54%	348
BROWARD	100086	BROWARD HEALTH NORTH	212	1	0.47%	213
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	36	28	43.75%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	123	141	53.41%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	187	104	35.74%	291
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	92	0	0.00%	92
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	149	42	21.99%	191
