County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	50,979	11,930	18.96%	62,909
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	968	96	9.02%	1,064
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	491	41	7.71%	532
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	56	4	6.67%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	73	16	17.98%	89
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	43	5	10.42%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	5	7	58.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	483	130	21.21%	613
BAY	100026	ASCENSION SACRED HEART BAY	126	22	14.86%	148
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	217	37	14.57%	254
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	63	23	26.74%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	43	5	10.42%	48
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	27	3	10.00%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	428	80	15.75%	508
BREVARD	100028	PARRISH MEDICAL CENTER	123	51	29.31%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	148	57	27.80%	205
BREVARD	100177	CAPE CANAVERAL HOSPITAL	92	48	34.29%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	62	0	0.00%	62
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	107	12	10.08%	119
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	44	61	58.10%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	42	18	30.00%	60
BREVARD	23960092	VIERA HOSPITAL	76	8	9.52%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	30	14	31.82%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	712	179	20.09%	891
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	441	23	4.96%	464
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	80	39	32.77%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	219	11	4.78%	230
BROWARD	100073	HOLY CROSS HOSPITAL	234	114	32.76%	348
BROWARD	100086	BROWARD HEALTH NORTH	277	0	0.00%	277
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	54	10	15.63%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	151	89	37.08%	240
BROWARD	100189	NORTHWEST MEDICAL CENTER	240	50	17.24%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	117	0	0.00%	117
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	190	15	7.32%	205
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	154	163	51.42%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	110	21	16.03%	131
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	219	31	12.40%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	155	14	8.28%	169
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	17	9	34.62%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	83	27	24.55%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	310	0	0.00%	310
