County	FileNumber	ProviderName	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	Total	Total	4,985	1,172	19.04%	6,157	413	266	39.18%	679
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	232	28	10.77%	260	38	9	19.15%	47
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	44	4	8.33%	48	0	0		0
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	0	0		0	0	0		0
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	0	0		0	0	0		0
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	0	0		0	0	0		0
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	0	0		0	0	0		0
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	0	0		0	0	0		0
BAY	100026	ASCENSION SACRED HEART BAY	37	5	11.90%	42	0	0		0
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	19	1	5.00%	20	0	4	100.00%	4
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	0	0		0	0	0		0
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	0	0		0	0	0		0
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0	0		0	0	0		0
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	0	0		0	0	0		0
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	51	7	12.07%	58	0	0		0
BREVARD	100028	PARRISH MEDICAL CENTER	11	1	8.33%	12	0	0		0
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	27	8	22.86%	35	0	0		0
BREVARD	100177	CAPE CANAVERAL HOSPITAL	7	5	41.67%	12	0	0		0
BREVARD	104024	CIRCLES OF CARE, INC	0	0		0	0	0		0
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	0	0		0	0	0		0
BREVARD	110036	DEVEREUX FLORIDA	0	0		0	0	0		0
BREVARD	120007	PALM BAY HOSPITAL	10	2	16.67%	12	0	0		0
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	4	8	66.67%	12	0	0		0
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	5	3	37.50%	8	0	0		0
BREVARD	23960092	VIERA HOSPITAL	18	2	10.00%	20	0	0		0
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	0	0		0	0	0		0
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	53	20	27.40%	73	33	21	38.89%	54
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	33	0	0.00%	33	9	0	0.00%	9
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	4	4	50.00%	8	0	0		0
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	41	7	14.58%	48	0	0		0
BROWARD	100073	HOLY CROSS HOSPITAL	37	5	11.90%	42	1	11	91.67%	12
BROWARD	100086	BROWARD HEALTH NORTH	30	2	6.25%	32	0	0		0
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	5	3	37.50%	8	0	0		0
BROWARD	100167	PLANTATION GENERAL HOSPITAL	14	6	30.00%	20	2	6	75.00%	8
BROWARD	100189	NORTHWEST MEDICAL CENTER	14	16	53.33%	30	0	0		0
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	7	3	30.00%	10	0	0		0
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	34	2	5.56%	36	0	0		0
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	11	4	26.67%	15	0	0		0
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	0	0		0	0	0		0
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	23	9	28.13%	32	0	0		0
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	9	2	18.18%	11	0	0		0
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	0	0		0	0	0		0
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	0	0		0	0	0		0
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	0	0		0	0	0		0
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	0	0		0	0	0		0
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	0	0		0	0	0		0
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	21	0	0.00%	21	0	4	100.00%	4
BROWARD	111527	MEMORIAL HOSPITAL WEST	23	0	0.00%	23	0	0		0
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	21	0	0.00%	21	0	0		0
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	0	0		0	0	0		0
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	10	1	9.09%	11	0	0		0
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	17	4	19.05%	21	0	0		0
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	19	0	0.00%	19	0	0		0
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	18	6	25.00%	24	0	0		0
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	15	1	6.25%	16	0	0		0
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	5	1	16.67%	6	0	0		0
CLAY	100226	ORANGE PARK MEDICAL CENTER	28	0	0.00%	28	4	0	0.00%	4
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	10	6	37.50%	16	0	0		0
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	24	7	22.58%	31	0	0		0
COLLIER	110043	WILLOUGH AT NAPLES, THE	0	0		0	0	0		0
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	7	9	56.25%	16	0	0		0
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	16	0	0.00%	16	0	0		0
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	9	3	25.00%	12	0	0		0
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	7	3	30.00%	10	0	0		0
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	16	0	0.00%	16	0	0		0
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	6	2	25.00%	8	0	0		0
DUVAL	100001	UF HEALTH JACKSONVILLE	98	2	2.00%	100	5	3	37.50%	8
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	50	18	26.47%	68	0	0		0
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	56	16	22.22%	72	0	0		0
