County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	45,532	15,116	24.92%	60,648
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	894	152	14.53%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	406	77	15.94%	483
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	56	4	6.67%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	58	23	28.40%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	45	3	6.25%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	4	8	66.67%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	467	146	23.82%	613
BAY	100026	ASCENSION SACRED HEART BAY	119	25	17.36%	144
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	198	35	15.02%	233
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	74	12	13.95%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	41	15	26.79%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	20	10	33.33%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	476	60	11.19%	536
BREVARD	100028	PARRISH MEDICAL CENTER	110	64	36.78%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	135	38	21.97%	173
BREVARD	100177	CAPE CANAVERAL HOSPITAL	96	44	31.43%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	13	0	0.00%	13
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	90	25	21.74%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	37	68	64.76%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	46	14	23.33%	60
BREVARD	23960092	VIERA HOSPITAL	78	6	7.14%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	26	18	40.91%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	730	98	11.84%	828
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	371	49	11.67%	420
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	79	40	33.61%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	212	18	7.83%	230
BROWARD	100073	HOLY CROSS HOSPITAL	194	154	44.25%	348
BROWARD	100086	BROWARD HEALTH NORTH	224	8	3.45%	232
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	38	26	40.63%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	121	143	54.17%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	195	96	32.99%	291
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	84	4	4.55%	88
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	161	29	15.26%	190
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	172	145	45.74%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	86	31	26.50%	117
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	215	35	14.00%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	142	32	18.39%	174
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	7	19	73.08%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	87	23	20.91%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	282	0	0.00%	282
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	30	20	40.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	151	15	9.04%	166
BROWARD	111527	MEMORIAL HOSPITAL WEST	365	24	6.17%	389
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	139	39	21.91%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	4	6	60.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	92	34	26.98%	126
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	165	73	30.67%	238
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	160	93	36.76%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	143	61	29.90%	204
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	86	20	18.87%	106
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	39	34	46.58%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	294	62	17.42%	356
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	98	11	10.09%	109
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	212	52	19.70%	264
COLLIER	110043	WILLOUGH AT NAPLES, THE	74	7	8.64%	81
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	199	45	18.44%	244
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	91	18	16.51%	109
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	56	44	44.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	28	22	44.00%	50
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	90	1	1.10%	91
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	12	43	78.18%	55
DUVAL	100001	UF HEALTH JACKSONVILLE	469	134	22.22%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	295	216	42.27%	511
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	423	34	7.44%	457
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	102	37	26.62%	139
DUVAL	100151	MAYO CLINIC	279	25	8.22%	304
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	320	179	35.87%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	136	3	2.16%	139
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	19	3	13.64%	22
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	63	21	25.00%	84
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	245	56	18.60%	301
DUVAL	23960061	WEKIVA SPRINGS	85	53	38.41%	138
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	131	112	46.09%	243
DUVAL	23960123	UF HEALTH NORTH	86	6	6.52%	92
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	153	45	22.73%	198
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	394	164	29.39%	558
ESCAMBIA	100093	BAPTIST HOSPITAL	313	113	26.53%	426
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	291	129	30.71%	420
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	61	14	18.67%	75
FLAGLER	100118	ADVENTHEALTH PALM COAST	78	21	21.21%	99
FRANKLIN	100153	GEORGE E WEEMS MEMORIAL HOSPITAL	1	14	93.33%	15
GADSDEN	100159	CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS	0	4	100.00%	4
GADSDEN	104000	FLORIDA STATE HOSPITAL	754	195	20.55%	949
GULF	23960084	ASCENSION SACRED HEART GULF	4	18	81.82%	22
HARDEE	100282	ADVENTHEALTH WAUCHULA	19	6	24.00%	25
HENDRY	100098	HENDRY REGIONAL MEDICAL CENTER	14	15	51.72%	29
HERNANDO	100071	BAYFRONT HEALTH BROOKSVILLE	69	41	37.27%	110
HERNANDO	100264	OAK HILL HOSPITAL	241	109	31.14%	350
HERNANDO	110054	SPRINGBROOK HOSPITAL	69	0	0.00%	69
HERNANDO	111525	BAYFRONT HEALTH SPRING HILL	51	98	65.77%	149
HERNANDO	23960042	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL	53	27	33.75%	80
HIGHLANDS	100049	HIGHLANDS REGIONAL MEDICAL CENTER	46	18	28.13%	64
HIGHLANDS	100109	ADVENTHEALTH SEBRING	126	45	26.32%	171
HIGHLANDS	120013	ADVENTHEALTH LAKE PLACID	17	4	19.05%	21
HILLSBOROUGH	100069	ADVENTHEALTH CARROLLWOOD	75	24	24.24%	99
HILLSBOROUGH	100075	ST JOSEPHS HOSPITAL	524	67	11.34%	591
HILLSBOROUGH	100115	KINDRED HOSPITAL-BAY AREA-TAMPA	50	21	29.58%	71
HILLSBOROUGH	100128	TAMPA GENERAL HOSPITAL	867	147	14.50%	1,014
HILLSBOROUGH	100132	SOUTH FLORIDA BAPTIST HOSPITAL	82	1	1.20%	83
HILLSBOROUGH	100143	KINDRED HOSPITAL-CENTRAL TAMPA	68	25	26.88%	93
HILLSBOROUGH	100173	ADVENTHEALTH TAMPA	387	149	27.80%	536
HILLSBOROUGH	100206	MEMORIAL HOSPITAL OF TAMPA	90	11	10.89%	101
HILLSBOROUGH	100243	BRANDON REGIONAL HOSPITAL	354	140	28.34%	494
HILLSBOROUGH	100255	TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA	36	8	18.18%	44
HILLSBOROUGH	100259	SOUTH BAY HOSPITAL	79	0	0.00%	79
HILLSBOROUGH	110009	H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL	218	32	12.80%	250
HILLSBOROUGH	23960100	ST JOSEPHS HOSPITAL NORTH	102	27	20.93%	129
HILLSBOROUGH	23960105	ST JOSEPHS HOSPITAL SOUTH	109	32	22.70%	141
HILLSBOROUGH	23960113	ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER	59	1	1.67%	60
HOLMES	100078	DOCTORS MEMORIAL HOSPITAL	9	11	55.00%	20
INDIAN RIVER	100105	CLEVELAND CLINIC INDIAN RIVER HOSPITAL	165	146	46.95%	311
INDIAN RIVER	100217	STEWARD SEBASTIAN RIVER MEDICAL CENTER	59	28	32.18%	87
INDIAN RIVER	110017	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST	54	11	16.92%	65
JACKSON	100138	CAMPBELLTON-GRACEVILLE HOSPITAL	0	0		0
JACKSON	100142	JACKSON HOSPITAL	42	49	53.85%	91
LAKE	100051	ORLANDO HEALTH SOUTH LAKE HOSPITAL	191	21	9.91%	212
LAKE	100057	ADVENTHEALTH WATERMAN	203	97	32.33%	300
LAKE	100084	UF HEALTH LEESBURG HOSPITAL INC	259	71	21.52%	330
LAKE	100214	UF HEALTH LEESBURG SENIOR BEHAVIORAL HEALTH CENTER	6	15	71.43%	21
LAKE	104018	LIFESTREAM BEHAVIORAL CENTER	40	6	13.04%	46
LEE	100012	LEE MEMORIAL HOSPITAL	283	84	22.89%	367
LEE	100107	LEHIGH REGIONAL MEDICAL CENTER	33	11	25.00%	44
LEE	100220	GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM	428	137	24.25%	565
LEE	100244	CAPE CORAL HOSPITAL	253	35	12.15%	288
LEE	120005	HEALTHPARK MEDICAL CENTER	331	112	25.28%	443
LEE	23960103	PARK ROYAL HOSPITAL	83	31	27.19%	114
LEE	23960107	SELECT SPECIALTY HOSPITAL-FORT MYERS	44	16	26.67%	60
LEON	100135	TALLAHASSEE MEMORIAL HOSPITAL	428	30	6.55%	458
LEON	100254	CAPITAL REGIONAL MEDICAL CENTER	224	46	17.04%	270
LEON	110021	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAHASSEE	31	24	43.64%	55
LEON	110044	EASTSIDE PSYCHIATRIC HOSPITAL	14	18	56.25%	32
LEON	23960059	SELECT SPECIALTY HOSPITAL - TALLAHASSEE	31	17	35.42%	48
MADISON	100004	MADISON COUNTY MEMORIAL HOSPITAL	7	8	53.33%	15
MANATEE	100035	MANATEE MEMORIAL HOSPITAL	250	21	7.75%	271
MANATEE	100213	BLAKE MEDICAL CENTER	216	55	20.30%	271
MANATEE	110028	CENTERSTONE OF FLORIDA	31	8	20.51%	39
MANATEE	110049	SUNCOAST BEHAVIORAL HEALTH CENTER	39	21	35.00%	60
MANATEE	23960046	LAKEWOOD RANCH MEDICAL CENTER	96	12	11.11%	108
MARION	100062	ADVENTHEALTH OCALA	269	14	4.95%	283
MARION	100212	OCALA REGIONAL MEDICAL CENTER	251	5	1.95%	256
MARION	23960039	WEST MARION COMMUNITY HOSPITAL	173	13	6.99%	186
MARION	23960060	KINDRED HOSPITAL OCALA	10	8	44.44%	18
