County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	45,025	14,853	24.81%	59,878
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	831	215	20.55%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	435	38	8.03%	473
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	51	9	15.00%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	58	26	30.95%	84
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	47	1	2.08%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	4	8	66.67%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	118	495	80.75%	613
BAY	100026	ASCENSION SACRED HEART BAY	128	16	11.11%	144
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	192	39	16.88%	231
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	63	23	26.74%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	29	27	48.21%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	10	20	66.67%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	366	107	22.62%	473
BREVARD	100028	PARRISH MEDICAL CENTER	122	52	29.89%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	141	33	18.97%	174
BREVARD	100177	CAPE CANAVERAL HOSPITAL	77	63	45.00%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	55	2	3.51%	57
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	69	46	40.00%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	35	70	66.67%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	46	14	23.33%	60
BREVARD	23960092	VIERA HOSPITAL	61	23	27.38%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	25	19	43.18%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	623	146	18.99%	769
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	369	22	5.63%	391
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	85	36	29.75%	121
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	175	55	23.91%	230
BROWARD	100073	HOLY CROSS HOSPITAL	200	148	42.53%	348
BROWARD	100086	BROWARD HEALTH NORTH	225	6	2.60%	231
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	42	12	22.22%	54
BROWARD	100167	PLANTATION GENERAL HOSPITAL	139	125	47.35%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	219	70	24.22%	289
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	121	2	1.63%	123
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	168	29	14.72%	197
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	173	144	45.43%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	92	27	22.69%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	229	21	8.40%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	165	12	6.78%	177
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	13	13	50.00%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	78	32	29.09%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	298	0	0.00%	298
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	29	11	27.50%	40
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	4	4.17%	96
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	160	17	9.60%	177
BROWARD	111527	MEMORIAL HOSPITAL WEST	413	38	8.43%	451
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	166	32	16.16%	198
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	5	5	50.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	148	84	36.21%	232
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	151	62	29.11%	213
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	150	103	40.71%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	119	85	41.67%	204
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	70	11	13.58%	81
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	36	23	38.98%	59
CLAY	100226	ORANGE PARK MEDICAL CENTER	347	46	11.70%	393
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	94	12	11.32%	106
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	225	44	16.36%	269
COLLIER	110043	WILLOUGH AT NAPLES, THE	51	23	31.08%	74
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	197	65	24.81%	262
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	100	5	4.76%	105
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	71	27	27.55%	98
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	28	20	41.67%	48
COLUMBIA	100102	SHANDS LAKE SHORE REGIONAL MEDICAL CENTER	25	7	21.88%	32
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	99	0	0.00%	99
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	23	32	58.18%	55
DUVAL	100001	UF HEALTH JACKSONVILLE	479	124	20.56%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	358	162	31.15%	520
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	465	92	16.52%	557
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	125	66	34.55%	191
DUVAL	100151	MAYO CLINIC	239	65	21.38%	304
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	320	179	35.87%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	127	12	8.63%	139
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	20	2	9.09%	22
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	49	35	41.67%	84
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	311	91	22.64%	402
DUVAL	23960061	WEKIVA SPRINGS	74	53	41.73%	127
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	116	127	52.26%	243
DUVAL	23960123	UF HEALTH NORTH	69	23	25.00%	92
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	126	100	44.25%	226
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	390	117	23.08%	507
ESCAMBIA	100093	BAPTIST HOSPITAL	295	131	30.75%	426
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	284	129	31.23%	413
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	67	8	10.67%	75
FLAGLER	100118	ADVENTHEALTH PALM COAST	88	11	11.11%	99
FRANKLIN	100153	GEORGE E WEEMS MEMORIAL HOSPITAL	0	15	100.00%	15
GADSDEN	100159	CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS	0	0		0
GADSDEN	104000	FLORIDA STATE HOSPITAL	0	0		0
GULF	23960084	ASCENSION SACRED HEART GULF	3	18	85.71%	21
HARDEE	100282	ADVENTHEALTH WAUCHULA	24	1	4.00%	25
HENDRY	100098	HENDRY REGIONAL MEDICAL CENTER	15	14	48.28%	29
HERNANDO	100071	BAYFRONT HEALTH BROOKSVILLE	68	42	38.18%	110
HERNANDO	100264	OAK HILL HOSPITAL	249	101	28.86%	350
HERNANDO	110054	SPRINGBROOK HOSPITAL	63	0	0.00%	63
HERNANDO	111525	BAYFRONT HEALTH SPRING HILL	60	64	51.61%	124
HERNANDO	23960042	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL	55	25	31.25%	80
HIGHLANDS	100049	HIGHLANDS REGIONAL MEDICAL CENTER	36	28	43.75%	64
HIGHLANDS	100109	ADVENTHEALTH SEBRING	146	25	14.62%	171
HIGHLANDS	120013	ADVENTHEALTH LAKE PLACID	13	12	48.00%	25
HILLSBOROUGH	100069	ADVENTHEALTH CARROLLWOOD	87	8	8.42%	95
HILLSBOROUGH	100075	ST JOSEPHS HOSPITAL	577	48	7.68%	625
HILLSBOROUGH	100115	KINDRED HOSPITAL-BAY AREA-TAMPA	60	13	17.81%	73
HILLSBOROUGH	100128	TAMPA GENERAL HOSPITAL	741	193	20.66%	934
HILLSBOROUGH	100132	SOUTH FLORIDA BAPTIST HOSPITAL	93	4	4.12%	97
HILLSBOROUGH	100143	KINDRED HOSPITAL-CENTRAL TAMPA	58	35	37.63%	93
HILLSBOROUGH	100173	ADVENTHEALTH TAMPA	412	124	23.13%	536
HILLSBOROUGH	100206	MEMORIAL HOSPITAL OF TAMPA	69	11	13.75%	80
HILLSBOROUGH	100243	BRANDON REGIONAL HOSPITAL	325	97	22.99%	422
HILLSBOROUGH	100255	TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA	42	2	4.55%	44
HILLSBOROUGH	100259	SOUTH BAY HOSPITAL	73	0	0.00%	73
HILLSBOROUGH	110009	H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL	218	45	17.11%	263
HILLSBOROUGH	23960100	ST JOSEPHS HOSPITAL NORTH	107	7	6.14%	114
HILLSBOROUGH	23960105	ST JOSEPHS HOSPITAL SOUTH	128	14	9.86%	142
HILLSBOROUGH	23960113	ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER	57	3	5.00%	60
HOLMES	100078	DOCTORS MEMORIAL HOSPITAL	13	7	35.00%	20
INDIAN RIVER	100105	CLEVELAND CLINIC INDIAN RIVER HOSPITAL	185	127	40.71%	312
INDIAN RIVER	100217	STEWARD SEBASTIAN RIVER MEDICAL CENTER	73	13	15.12%	86
INDIAN RIVER	110017	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST	53	12	18.46%	65
JACKSON	100138	CAMPBELLTON-GRACEVILLE HOSPITAL	0	0		0
JACKSON	100142	JACKSON HOSPITAL	39	65	62.50%	104
LAKE	100051	ORLANDO HEALTH SOUTH LAKE HOSPITAL	179	20	10.05%	199
LAKE	100057	ADVENTHEALTH WATERMAN	197	103	34.33%	300
LAKE	100084	UF HEALTH LEESBURG HOSPITAL	226	106	31.93%	332
LAKE	100214	UF HEALTH LEESBURG SENIOR BEHAVIORAL HEALTH CENTER	7	14	66.67%	21
LAKE	104018	LIFESTREAM BEHAVIORAL CENTER	39	7	15.22%	46
LEE	100012	LEE MEMORIAL HOSPITAL	286	63	18.05%	349
LEE	100107	LEHIGH REGIONAL MEDICAL CENTER	34	10	22.73%	44
LEE	100220	GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM	396	66	14.29%	462
LEE	100244	CAPE CORAL HOSPITAL	243	24	8.99%	267
LEE	120005	HEALTHPARK MEDICAL CENTER	312	135	30.20%	447
LEE	23960103	PARK ROYAL HOSPITAL	86	28	24.56%	114
LEE	23960107	SELECT SPECIALTY HOSPITAL-FORT MYERS	51	9	15.00%	60
LEON	100135	TALLAHASSEE MEMORIAL HOSPITAL	404	42	9.42%	446
LEON	100254	CAPITAL REGIONAL MEDICAL CENTER	205	65	24.07%	270
LEON	110021	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAHASSEE	39	16	29.09%	55
LEON	110044	EASTSIDE PSYCHIATRIC HOSPITAL	16	16	50.00%	32
LEON	23960059	SELECT SPECIALTY HOSPITAL - TALLAHASSEE	34	14	29.17%	48
MADISON	100004	MADISON COUNTY MEMORIAL HOSPITAL	6	9	60.00%	15
MANATEE	100035	MANATEE MEMORIAL HOSPITAL	253	28	9.96%	281
MANATEE	100213	BLAKE MEDICAL CENTER	251	21	7.72%	272
MANATEE	110028	CENTERSTONE OF FLORIDA	32	8	20.00%	40
MANATEE	110049	SUNCOAST BEHAVIORAL HEALTH CENTER	36	24	40.00%	60
MANATEE	23960046	LAKEWOOD RANCH MEDICAL CENTER	76	33	30.28%	109
MARION	100062	ADVENTHEALTH OCALA	228	12	5.00%	240
MARION	100212	OCALA REGIONAL MEDICAL CENTER	242	14	5.47%	256
MARION	23960039	WEST MARION COMMUNITY HOSPITAL	130	56	30.11%	186
MARION	23960060	KINDRED HOSPITAL OCALA	18	0	0.00%	18
MARION	23960073	THE VINES HOSPITAL	59	39	39.80%	98
MARION	23960109	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA	49	21	30.00%	70
MARTIN	100044	CLEVELAND CLINIC MARTIN NORTH HOSPITAL	96	150	60.98%	246
MARTIN	120009	CLEVELAND CLINIC MARTIN SOUTH HOSPITAL	55	47	46.08%	102
MARTIN	23960112	ENCOMPASS HEALTH REHAB HOSPITAL AN AFFILIATE OF MARTIN HEALTH	64	0	0.00%	64
MARTIN	23960125	CORAL SHORES BEHAVIORAL HEALTH	26	54	67.50%	80
MIAMI-DADE	100008	BAPTIST HOSPITAL OF MIAMI	625	142	18.51%	767
MIAMI-DADE	100009	UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-UHEALTH TOWER	345	62	15.23%	407
MIAMI-DADE	100020	DOCTORS HOSPITAL	130	5	3.70%	135
MIAMI-DADE	100022	JACKSON MEMORIAL HOSPITAL	1,318	337	20.36%	1,655
MIAMI-DADE	100029	NORTH SHORE MEDICAL CENTER	246	52	17.45%	298
MIAMI-DADE	100034	MOUNT SINAI MEDICAL CENTER	424	127	23.05%	551
MIAMI-DADE	100050	LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS	135	51	27.42%	186
MIAMI-DADE	100053	HIALEAH HOSPITAL	212	34	13.82%	246
MIAMI-DADE	100061	MERCY HOSPITAL, A CAMPUS OF PLANTATION GENERAL HOSPITAL	282	187	39.87%	469
MIAMI-DADE	100076	VARIETY CHILDREN'S HOSPITAL	0	0		0
MIAMI-DADE	100079	UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE	27	13	32.50%	40
MIAMI-DADE	100114	JACKSON NORTH MEDICAL CENTER	254	43	14.48%	297
MIAMI-DADE	100125	HOMESTEAD HOSPITAL	144	11	7.10%	155
MIAMI-DADE	100131	AVENTURA HOSPITAL AND MEDICAL CENTER	344	47	12.02%	391
MIAMI-DADE	100152	KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES	52	6	10.34%	58
MIAMI-DADE	100154	SOUTH MIAMI HOSPITAL	355	90	20.22%	445
MIAMI-DADE	100165	WESTCHESTER GENERAL HOSPITAL	85	7	7.61%	92
MIAMI-DADE	100181	LARKIN COMMUNITY HOSPITAL	88	26	22.81%	114
MIAMI-DADE	100183	CORAL GABLES HOSPITAL	126	12	8.70%	138
MIAMI-DADE	100187	PALMETTO GENERAL HOSPITAL	245	135	35.53%	380
MIAMI-DADE	100197	DOUGLAS GARDENS HOSPITAL	19	13	40.63%	32
MIAMI-DADE	100208	JACKSON SOUTH MEDICAL CENTER	227	24	9.56%	251
MIAMI-DADE	100209	KENDALL REGIONAL MEDICAL CENTER	376	66	14.93%	442
MIAMI-DADE	100240	UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-BASCOM PALMER EYE INST	0	0		0
MIAMI-DADE	103004	ST CATHERINE'S REHABILITATION HOSPITAL	6	16	72.73%	22
MIAMI-DADE	103038	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI	27	33	55.00%	60
MIAMI-DADE	110040	SOUTHERN WINDS	70	2	2.78%	72
MIAMI-DADE	110041	WEST GABLES REHABILITATION HOSPITAL	55	0	0.00%	55
MIAMI-DADE	110199	NICKLAUS CHILDREN'S HOSPITAL	158	109	40.82%	267
MIAMI-DADE	120014	SOUTH FLORIDA EVALUATION AND TREATMENT CENTER	185	0	0.00%	185
MIAMI-DADE	23960028	SELECT SPECIALTY HOSPITAL-MIAMI	45	2	4.26%	47
MIAMI-DADE	23960064	WEST KENDALL BAPTIST HOSPITAL	197	7	3.43%	204
MIAMI-DADE	23960094	SELECT SPECIALTY HOSPITAL-MIAMI LAKES	60	0	0.00%	60
MIAMI-DADE	23960097	ST CATHERINE'S WEST REHABILITATION HOSPITAL	24	16	40.00%	40
MONROE	100024	FISHERMEN'S COMMUNITY HOSPITAL	0	4	100.00%	4
MONROE	100150	DEPOO HOSPITAL	17	6	26.09%	23
MONROE	100160	MARINERS HOSPITAL	19	6	24.00%	25
MONROE	100195	LOWER KEYS MEDICAL CENTER	47	12	20.34%	59
NASSAU	100140	BAPTIST MEDICAL CENTER NASSAU	29	57	66.28%	86
OKALOOSA	100054	TWIN CITIES HOSPITAL	27	16	37.21%	43
OKALOOSA	100122	NORTH OKALOOSA MEDICAL CENTER	63	50	44.25%	113
OKALOOSA	100223	FORT WALTON BEACH MEDICAL CENTER	206	31	13.08%	237
OKALOOSA	111520	GULF COAST TREATMENT CENTER	28	0	0.00%	28
OKALOOSA	23960106	REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE	15	15	50.00%	30
OKEECHOBEE	100252	RAULERSON HOSPITAL	52	48	48.00%	100
ORANGE	100006	ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER	565	230	28.93%	795
ORANGE	100007	ADVENTHEALTH ORLANDO	958	374	28.08%	1,332
ORANGE	100021	ADVENTHEALTH EAST ORLANDO	253	42	14.24%	295
ORANGE	100030	ORLANDO HEALTH - HEALTH CENTRAL HOSPITAL	197	16	7.51%	213
ORANGE	100129	ASPIRE HEALTH PARTNERS	46	0	0.00%	46
ORANGE	100162	ADVENTHEALTH WINTER PARK	212	210	49.76%	422
ORANGE	110047	UNIVERSITY BEHAVIORAL CENTER	83	34	29.06%	117
ORANGE	110051	LA AMISTAD RESIDENTIAL TREATMENT CENTER	31	0	0.00%	31
ORANGE	120001	ARNOLD PALMER MEDICAL CENTER	286	169	37.14%	455
ORANGE	120002	ORLANDO HEALTH DR P PHILLIPS HOSPITAL	238	17	6.67%	255
