County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	45,166	16,368	26.60%	61,534
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	908	138	13.19%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	426	39	8.39%	465
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	36	24	40.00%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	56	25	30.86%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	43	5	10.42%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	10	2	16.67%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	512	101	16.48%	613
BAY	100026	ASCENSION SACRED HEART BAY	103	47	31.33%	150
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	166	70	29.66%	236
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	58	28	32.56%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	48	8	14.29%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	26	4	13.33%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	364	132	26.61%	496
BREVARD	100028	PARRISH MEDICAL CENTER	99	77	43.75%	176
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	138	50	26.60%	188
BREVARD	100177	CAPE CANAVERAL HOSPITAL	72	68	48.57%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	58	2	3.33%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	73	42	36.52%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	34	71	67.62%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	41	19	31.67%	60
BREVARD	23960092	VIERA HOSPITAL	60	28	31.82%	88
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	28	19	40.43%	47
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	638	265	29.35%	903
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	378	26	6.44%	404
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	82	37	31.09%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	416	44	9.57%	460
BROWARD	100073	HOLY CROSS HOSPITAL	215	133	38.22%	348
BROWARD	100086	BROWARD HEALTH NORTH	215	8	3.59%	223
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	47	16	25.40%	63
BROWARD	100167	PLANTATION GENERAL HOSPITAL	131	109	45.42%	240
BROWARD	100189	NORTHWEST MEDICAL CENTER	194	96	33.10%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	114	16	12.31%	130
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	146	42	22.34%	188
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	146	171	53.94%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	91	28	23.53%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	219	31	12.40%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	146	2	1.35%	148
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	12	14	53.85%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	72	38	34.55%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	307	0	0.00%	307
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	37	13	26.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	2	2.13%	94
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	144	25	14.79%	169
BROWARD	111527	MEMORIAL HOSPITAL WEST	333	39	10.48%	372
