County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	47,557	13,120	21.62%	60,677
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	878	168	16.06%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	459	38	7.65%	497
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	44	6	12.00%	50
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	67	15	18.29%	82
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	46	5	9.80%	51
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	2	10	83.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	112	501	81.73%	613
BAY	100026	ASCENSION SACRED HEART BAY	144	31	17.71%	175
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	198	37	15.74%	235
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	61	25	29.07%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	38	18	32.14%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	9	21	70.00%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	435	71	14.03%	506
BREVARD	100028	PARRISH MEDICAL CENTER	120	53	30.64%	173
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	138	34	19.77%	172
BREVARD	100177	CAPE CANAVERAL HOSPITAL	78	62	44.29%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	60	1	1.64%	61
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	89	26	22.61%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	51	54	51.43%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	45	15	25.00%	60
BREVARD	23960092	VIERA HOSPITAL	73	11	13.10%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	24	20	45.45%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	694	158	18.54%	852
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	402	18	4.29%	420
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	86	33	27.73%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	220	10	4.35%	230
BROWARD	100073	HOLY CROSS HOSPITAL	222	126	36.21%	348
BROWARD	100086	BROWARD HEALTH NORTH	249	11	4.23%	260
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	41	13	24.07%	54
BROWARD	100167	PLANTATION GENERAL HOSPITAL	155	109	41.29%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	214	77	26.46%	291
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	125	21	14.38%	146
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	160	23	12.57%	183
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	165	152	47.95%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	106	13	10.92%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	238	13	5.18%	251
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	172	13	7.03%	185
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	14	12	46.15%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	79	31	28.18%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	299	0	0.00%	299
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	29	11	27.50%	40
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	5	5.15%	97
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	173	10	5.46%	183
BROWARD	111527	MEMORIAL HOSPITAL WEST	418	37	8.13%	455
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	189	16	7.80%	205
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	10	0	0.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	159	71	30.87%	230
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	148	70	32.11%	218
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	160	93	36.76%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	148	56	27.45%	204
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	77	15	16.30%	92
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	39	20	33.90%	59
CLAY	100226	ORANGE PARK MEDICAL CENTER	331	47	12.43%	378
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	96	13	11.93%	109
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	258	35	11.95%	293
COLLIER	110043	WILLOUGH AT NAPLES, THE	51	33	39.29%	84
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	209	59	22.01%	268
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	104	1	0.95%	105
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	85	15	15.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	28	20	41.67%	48
COLUMBIA	100102	SHANDS LAKE SHORE REGIONAL MEDICAL CENTER	19	14	42.42%	33
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	101	0	0.00%	101
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	28	27	49.09%	55
DUVAL	100001	UF HEALTH JACKSONVILLE	509	94	15.59%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	379	139	26.83%	518
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	466	104	18.25%	570
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	136	66	32.67%	202
DUVAL	100151	MAYO CLINIC	268	36	11.84%	304
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	361	138	27.66%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	127	12	8.63%	139
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	20	2	9.09%	22
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	46	38	45.24%	84
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	302	48	13.71%	350
DUVAL	23960061	WEKIVA SPRINGS	80	53	39.85%	133
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	129	114	46.91%	243
DUVAL	23960123	UF HEALTH NORTH	84	8	8.70%	92
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	152	60	28.30%	212
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	421	86	16.96%	507
ESCAMBIA	100093	BAPTIST HOSPITAL	292	100	25.51%	392
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	294	121	29.16%	415
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	71	4	5.33%	75
FLAGLER	100118	ADVENTHEALTH PALM COAST	87	12	12.12%	99
FRANKLIN	100153	GEORGE E WEEMS MEMORIAL HOSPITAL	0	15	100.00%	15
GADSDEN	100159	CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS	0	0		0
GADSDEN	104000	FLORIDA STATE HOSPITAL	0	0		0
GULF	23960084	ASCENSION SACRED HEART GULF	3	18	85.71%	21
HARDEE	100282	ADVENTHEALTH WAUCHULA	23	2	8.00%	25
HENDRY	100098	HENDRY REGIONAL MEDICAL CENTER	14	15	51.72%	29
