County	FileNumber	ProviderName	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	Total	Total	5,163	993	16.13%	6,156	377	242	39.10%	619
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	239	21	8.08%	260	29	18	38.30%	47
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	46	2	4.17%	48	0	0		0
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	0	0		0	0	0		0
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	0	0		0	0	0		0
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	0	0		0	0	0		0
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	0	0		0	0	0		0
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	0	0		0	0	0		0
BAY	100026	ASCENSION SACRED HEART BAY	64	0	0.00%	64	0	0		0
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	20	0	0.00%	20	0	4	100.00%	4
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	0	0		0	0	0		0
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	0	0		0	0	0		0
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0	0		0	0	0		0
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	0	0		0	0	0		0
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	59	9	13.24%	68	0	0		0
BREVARD	100028	PARRISH MEDICAL CENTER	6	6	50.00%	12	0	0		0
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	25	9	26.47%	34	0	0		0
BREVARD	100177	CAPE CANAVERAL HOSPITAL	9	3	25.00%	12	0	0		0
BREVARD	104024	CIRCLES OF CARE, INC	0	0		0	0	0		0
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	0	0		0	0	0		0
BREVARD	110036	DEVEREUX FLORIDA	0	0		0	0	0		0
BREVARD	120007	PALM BAY HOSPITAL	8	4	33.33%	12	0	0		0
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	4	8	66.67%	12	0	0		0
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	5	3	37.50%	8	0	0		0
BREVARD	23960092	VIERA HOSPITAL	13	7	35.00%	20	0	0		0
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	0	0		0	0	0		0
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	53	20	27.40%	73	17	13	43.33%	30
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	43	7	14.00%	50	7	0	0.00%	7
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	6	2	25.00%	8	0	0		0
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	43	5	10.42%	48	0	0		0
BROWARD	100073	HOLY CROSS HOSPITAL	34	8	19.05%	42	6	6	50.00%	12
BROWARD	100086	BROWARD HEALTH NORTH	31	0	0.00%	31	0	0		0
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	6	2	25.00%	8	0	0		0
BROWARD	100167	PLANTATION GENERAL HOSPITAL	16	4	20.00%	20	0	8	100.00%	8
BROWARD	100189	NORTHWEST MEDICAL CENTER	25	5	16.67%	30	0	0		0
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	9	0	0.00%	9	0	0		0
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	41	3	6.82%	44	0	0		0
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	12	3	20.00%	15	0	0		0
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	0	0		0	0	0		0
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	32	0	0.00%	32	0	0		0
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	18	2	10.00%	20	0	0		0
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	0	0		0	0	0		0
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	0	0		0	0	0		0
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	0	0		0	0	0		0
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	0	0		0	0	0		0
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	0	0		0	0	0		0
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	18	0	0.00%	18	0	4	100.00%	4
BROWARD	111527	MEMORIAL HOSPITAL WEST	43	1	2.27%	44	0	0		0
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	15	3	16.67%	18	0	0		0
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	0	0		0	0	0		0
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	7	4	36.36%	11	0	0		0
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	16	3	15.79%	19	0	0		0
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	14	5	26.32%	19	0	0		0
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	24	0	0.00%	24	0	0		0
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	16	0	0.00%	16	0	0		0
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	6	0	0.00%	6	0	0		0
CLAY	100226	ORANGE PARK MEDICAL CENTER	28	0	0.00%	28	2	4	66.67%	6
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	7	1	12.50%	8	0	0		0
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	19	12	38.71%	31	0	0		0
COLLIER	110043	WILLOUGH AT NAPLES, THE	0	0		0	0	0		0
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	12	4	25.00%	16	0	0		0
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	6	6	50.00%	12	0	0		0
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	10	2	16.67%	12	0	0		0
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	9	1	10.00%	10	0	0		0
COLUMBIA	100102	SHANDS LAKE SHORE REGIONAL MEDICAL CENTER	4	2	33.33%	6	0	0		0
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	13	0	0.00%	13	0	0		0
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	6	2	25.00%	8	0	0		0
DUVAL	100001	UF HEALTH JACKSONVILLE	79	21	21.00%	100	4	4	50.00%	8
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	50	18	26.47%	68	0	0		0
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	61	11	15.28%	72	0	0		0
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	23	1	4.17%	24	0	0		0
DUVAL	100151	MAYO CLINIC	36	19	34.55%	55	0	0		0
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	32	10	23.81%	42	0	0		0
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	0	0		0	0	0		0
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	0	0		0	0	0		0
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	0	0		0	0	0		0
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	28	10	26.32%	38	0	0		0
DUVAL	23960061	WEKIVA SPRINGS	0	0		0	0	0		0
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	12	6	33.33%	18	0	0		0
DUVAL	23960123	UF HEALTH NORTH	23	0	0.00%	23	0	0		0
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	0	0		0	17	15	46.88%	32
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	40	0	0.00%	40	3	7	70.00%	10
ESCAMBIA	100093	BAPTIST HOSPITAL	34	2	5.56%	36	0	0		0
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	31	5	13.89%	36	3	3	50.00%	6
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	6	0	0.00%	6	0	0		0
FLAGLER	100118	ADVENTHEALTH PALM COAST	13	5	27.78%	18	0	0		0
FRANKLIN	100153	GEORGE E WEEMS MEMORIAL HOSPITAL	0	0		0	0	0		0
GADSDEN	100159	CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS	0	0		0	0	0		0
GADSDEN	104000	FLORIDA STATE HOSPITAL	0	0		0	0	0		0
GULF	23960084	ASCENSION SACRED HEART GULF	0	0		0	0	0		0
HARDEE	100282	ADVENTHEALTH WAUCHULA	0	0		0	0	0		0
HENDRY	100098	HENDRY REGIONAL MEDICAL CENTER	0	0		0	0	0		0
HERNANDO	100071	BAYFRONT HEALTH BROOKSVILLE	14	5	26.32%	19	0	0		0
HERNANDO	100264	OAK HILL HOSPITAL	36	0	0.00%	36	0	0		0
HERNANDO	110054	SPRINGBROOK HOSPITAL	0	0		0	0	0		0
HERNANDO	111525	BAYFRONT HEALTH SPRING HILL	5	3	37.50%	8	0	0		0
HERNANDO	23960042	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL	0	0		0	0	0		0
HIGHLANDS	100049	HIGHLANDS REGIONAL MEDICAL CENTER	12	4	25.00%	16	0	0		0
HIGHLANDS	100109	ADVENTHEALTH SEBRING	11	0	0.00%	11	0	0		0
HIGHLANDS	120013	ADVENTHEALTH LAKE PLACID	0	0		0	0	0		0
HILLSBOROUGH	100069	ADVENTHEALTH CARROLLWOOD	6	2	25.00%	8	0	0		0
HILLSBOROUGH	100075	ST JOSEPHS HOSPITAL	70	4	5.41%	74	17	5	22.73%	22
HILLSBOROUGH	100115	KINDRED HOSPITAL-BAY AREA-TAMPA	4	0	0.00%	4	0	0		0
HILLSBOROUGH	100128	TAMPA GENERAL HOSPITAL	90	5	5.26%	95	4	3	42.86%	7
