County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	44,935	15,885	26.12%	60,820
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	843	203	19.41%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	448	31	6.47%	479
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	47	13	21.67%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	52	29	35.80%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	48	0	0.00%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	5	7	58.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	495	118	19.25%	613
BAY	100026	ASCENSION SACRED HEART BAY	119	24	16.78%	143
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	202	30	12.93%	232
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	52	34	39.53%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	39	17	30.36%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	22	8	26.67%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	417	81	16.27%	498
BREVARD	100028	PARRISH MEDICAL CENTER	100	75	42.86%	175
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	128	56	30.43%	184
BREVARD	100177	CAPE CANAVERAL HOSPITAL	96	44	31.43%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	60	0	0.00%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	87	28	24.35%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	49	56	53.33%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	48	12	20.00%	60
BREVARD	23960092	VIERA HOSPITAL	60	22	26.83%	82
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	29	15	34.09%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	700	162	18.79%	862
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	355	35	8.97%	390
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	74	45	37.82%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	191	39	16.96%	230
BROWARD	100073	HOLY CROSS HOSPITAL	224	124	35.63%	348
BROWARD	100086	BROWARD HEALTH NORTH	223	8	3.46%	231
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	46	17	26.98%	63
BROWARD	100167	PLANTATION GENERAL HOSPITAL	123	117	48.75%	240
BROWARD	100189	NORTHWEST MEDICAL CENTER	187	105	35.96%	292
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	97	22	18.49%	119
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	157	37	19.07%	194
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	160	157	49.53%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	97	22	18.49%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	205	45	18.00%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	136	15	9.93%	151
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	12	14	53.85%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	91	19	17.27%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	303	0	0.00%	303
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	26	24	48.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	155	5	3.13%	160
BROWARD	111527	MEMORIAL HOSPITAL WEST	353	39	9.95%	392
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	128	50	28.09%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	3	7	70.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	88	39	30.71%	127
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	158	67	29.78%	225
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	154	99	39.13%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	146	50	25.51%	196
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	70	24	25.53%	94
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	46	27	36.99%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	316	35	9.97%	351
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	105	13	11.02%	118
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	234	34	12.69%	268
COLLIER	110043	WILLOUGH AT NAPLES, THE	58	29	33.33%	87
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	186	43	18.78%	229
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	108	1	0.92%	109
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	63	37	37.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	28	22	44.00%	50
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	87	4	4.40%	91
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	12	43	78.18%	55
DUVAL	100001	UF HEALTH JACKSONVILLE	428	175	29.02%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	307	79	20.47%	386
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	411	73	15.08%	484
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	91	59	39.33%	150
DUVAL	100151	MAYO CLINIC	285	19	6.25%	304
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	305	194	38.88%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	136	3	2.16%	139
