County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	49,516	13,020	20.82%	62,536
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	936	129	12.11%	1,065
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	466	77	14.18%	543
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	48	12	20.00%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	62	19	23.46%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	43	5	10.42%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	1	11	91.67%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	485	128	20.88%	613
BAY	100026	ASCENSION SACRED HEART BAY	119	39	24.68%	158
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	197	37	15.81%	234
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	65	21	24.42%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	52	0	0.00%	52
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	28	2	6.67%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	425	87	16.99%	512
BREVARD	100028	PARRISH MEDICAL CENTER	112	62	35.63%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	131	57	30.32%	188
BREVARD	100177	CAPE CANAVERAL HOSPITAL	87	53	37.86%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	70	0	0.00%	70
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	84	31	26.96%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	42	63	60.00%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	42	18	30.00%	60
BREVARD	23960092	VIERA HOSPITAL	70	14	16.67%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	42	14	25.00%	56
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	618	177	22.26%	795
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	409	10	2.39%	419
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	79	40	33.61%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	210	20	8.70%	230
BROWARD	100073	HOLY CROSS HOSPITAL	250	98	28.16%	348
BROWARD	100086	BROWARD HEALTH NORTH	241	6	2.43%	247
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	53	13	19.70%	66
BROWARD	100167	PLANTATION GENERAL HOSPITAL	152	90	37.19%	242
BROWARD	100189	NORTHWEST MEDICAL CENTER	214	77	26.46%	291
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	121	2	1.63%	123
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	180	18	9.09%	198
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	149	168	53.00%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	117	14	10.69%	131
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	202	48	19.20%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	148	12	7.50%	160
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	13	13	50.00%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	94	16	14.55%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	310	0	0.00%	310
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	29	21	42.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	196	8	3.92%	204
BROWARD	111527	MEMORIAL HOSPITAL WEST	434	31	6.67%	465
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	140	38	21.35%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	1	9	90.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	97	31	24.22%	128
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	183	50	21.46%	233
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	188	65	25.69%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	150	54	26.47%	204
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	97	11	10.19%	108
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	61	12	16.44%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	323	27	7.71%	350
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	99	27	21.43%	126
