County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	45,257	15,055	24.96%	60,312
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	883	165	15.74%	1,048
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	418	54	11.44%	472
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	56	5	8.20%	61
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	58	23	28.40%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	45	3	6.25%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	5	7	58.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	126	487	79.45%	613
BAY	100026	ASCENSION SACRED HEART BAY	125	22	14.97%	147
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	200	34	14.53%	234
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	63	23	26.74%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	35	21	37.50%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	15	15	50.00%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	423	82	16.24%	505
BREVARD	100028	PARRISH MEDICAL CENTER	100	79	44.13%	179
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	158	39	19.80%	197
BREVARD	100177	CAPE CANAVERAL HOSPITAL	73	67	47.86%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	52	3	5.45%	55
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	90	25	21.74%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	35	70	66.67%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	54	5	8.47%	59
BREVARD	23960092	VIERA HOSPITAL	66	18	21.43%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	22	22	50.00%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	571	121	17.49%	692
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	369	17	4.40%	386
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	75	44	36.97%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	203	27	11.74%	230
BROWARD	100073	HOLY CROSS HOSPITAL	199	149	42.82%	348
BROWARD	100086	BROWARD HEALTH NORTH	222	2	0.89%	224
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	33	31	48.44%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	150	114	43.18%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	213	77	26.55%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	121	7	5.47%	128
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	156	35	18.32%	191
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	155	162	51.10%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	52	47	47.47%	99
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	206	44	17.60%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	144	36	20.00%	180
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	13	13	50.00%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	98	12	10.91%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	287	0	0.00%	287
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	29	11	27.50%	40
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	1	1.08%	93
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	162	16	8.99%	178
BROWARD	111527	MEMORIAL HOSPITAL WEST	383	32	7.71%	415
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	150	38	20.21%	188
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	8	2	20.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	142	92	39.32%	234
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	146	80	35.40%	226
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	139	114	45.06%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	146	58	28.43%	204
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	70	6	7.89%	76
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	48	25	34.25%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	330	50	13.16%	380
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	99	8	7.48%	107
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	233	37	13.70%	270
COLLIER	110043	WILLOUGH AT NAPLES, THE	71	8	10.13%	79
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	230	37	13.86%	267
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	100	14	12.28%	114
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	72	28	28.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	23	20	46.51%	43
COLUMBIA	100102	SHANDS LAKE SHORE REGIONAL MEDICAL CENTER	16	2	11.11%	18
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	96	0	0.00%	96
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	28	27	49.09%	55
DUVAL	100001	UF HEALTH JACKSONVILLE	469	134	22.22%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	333	93	21.83%	426
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	413	57	12.13%	470
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	94	56	37.33%	150
DUVAL	100151	MAYO CLINIC	250	54	17.76%	304
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	322	177	35.47%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	130	9	6.47%	139
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	19	3	13.64%	22
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	48	36	42.86%	84
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	238	63	20.93%	301
DUVAL	23960061	WEKIVA SPRINGS	76	53	41.09%	129
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	116	83	41.71%	199
DUVAL	23960123	UF HEALTH NORTH	90	2	2.17%	92
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	141	57	28.79%	198
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	401	157	28.14%	558
ESCAMBIA	100093	BAPTIST HOSPITAL	325	91	21.88%	416
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	290	146	33.49%	436
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	62	13	17.33%	75
FLAGLER	100118	ADVENTHEALTH PALM COAST	70	29	29.29%	99
FRANKLIN	100153	GEORGE E WEEMS MEMORIAL HOSPITAL	1	14	93.33%	15
GADSDEN	100159	CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS	0	0		0
GADSDEN	104000	FLORIDA STATE HOSPITAL	778	171	18.02%	949
GULF	23960084	ASCENSION SACRED HEART GULF	8	13	61.90%	21
HARDEE	100282	ADVENTHEALTH WAUCHULA	18	7	28.00%	25
HENDRY	100098	HENDRY REGIONAL MEDICAL CENTER	13	16	55.17%	29
HERNANDO	100071	BAYFRONT HEALTH BROOKSVILLE	51	59	53.64%	110
HERNANDO	100264	OAK HILL HOSPITAL	223	127	36.29%	350
HERNANDO	110054	SPRINGBROOK HOSPITAL	56	0	0.00%	56
HERNANDO	111525	BAYFRONT HEALTH SPRING HILL	63	61	49.19%	124
HERNANDO	23960042	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL	66	14	17.50%	80
HIGHLANDS	100049	HIGHLANDS REGIONAL MEDICAL CENTER	43	18	29.51%	61
HIGHLANDS	100109	ADVENTHEALTH SEBRING	161	10	5.85%	171
HIGHLANDS	120013	ADVENTHEALTH LAKE PLACID	13	9	40.91%	22
HILLSBOROUGH	100069	ADVENTHEALTH CARROLLWOOD	81	26	24.30%	107
HILLSBOROUGH	100075	ST JOSEPHS HOSPITAL	543	104	16.07%	647
HILLSBOROUGH	100115	KINDRED HOSPITAL-BAY AREA-TAMPA	52	20	27.78%	72
HILLSBOROUGH	100128	TAMPA GENERAL HOSPITAL	744	228	23.46%	972
HILLSBOROUGH	100132	SOUTH FLORIDA BAPTIST HOSPITAL	102	1	0.97%	103
HILLSBOROUGH	100143	KINDRED HOSPITAL-CENTRAL TAMPA	72	17	19.10%	89
HILLSBOROUGH	100173	ADVENTHEALTH TAMPA	429	107	19.96%	536
HILLSBOROUGH	100206	MEMORIAL HOSPITAL OF TAMPA	104	14	11.86%	118
HILLSBOROUGH	100243	BRANDON REGIONAL HOSPITAL	335	123	26.86%	458
HILLSBOROUGH	100255	TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA	34	18	34.62%	52
