County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	50,596	12,601	19.94%	63,197
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	946	119	11.17%	1,065
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	476	66	12.18%	542
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	52	8	13.33%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	62	19	23.46%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	43	5	10.42%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	4	8	66.67%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	474	139	22.68%	613
BAY	100026	ASCENSION SACRED HEART BAY	135	15	10.00%	150
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	205	32	13.50%	237
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	68	18	20.93%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	49	0	0.00%	49
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	28	2	6.67%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	459	47	9.29%	506
BREVARD	100028	PARRISH MEDICAL CENTER	103	72	41.14%	175
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	131	57	30.32%	188
BREVARD	100177	CAPE CANAVERAL HOSPITAL	87	53	37.86%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	57	3	5.00%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	101	18	15.13%	119
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	46	59	56.19%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	45	15	25.00%	60
BREVARD	23960092	VIERA HOSPITAL	72	12	14.29%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	41	33	44.59%	74
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	616	176	22.22%	792
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	395	34	7.93%	429
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	76	43	36.13%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	225	6	2.60%	231
BROWARD	100073	HOLY CROSS HOSPITAL	239	109	31.32%	348
BROWARD	100086	BROWARD HEALTH NORTH	250	5	1.96%	255
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	52	12	18.75%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	151	89	37.08%	240
BROWARD	100189	NORTHWEST MEDICAL CENTER	219	71	24.48%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	110	8	6.78%	118
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	187	12	6.03%	199
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	155	162	51.10%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	117	14	10.69%	131
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	222	28	11.20%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	150	8	5.06%	158
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	11	15	57.69%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	99	11	10.00%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	310	0	0.00%	310
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	33	17	34.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	187	8	4.10%	195
BROWARD	111527	MEMORIAL HOSPITAL WEST	411	42	9.27%	453
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	133	45	25.28%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	5	5	50.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	122	6	4.69%	128
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	178	52	22.61%	230
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	183	70	27.67%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	146	58	28.43%	204
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	86	16	15.69%	102
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	65	8	10.96%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	317	31	8.91%	348
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	113	21	15.67%	134
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	303	14	4.42%	317
COLLIER	110043	WILLOUGH AT NAPLES, THE	49	38	43.68%	87
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	261	29	10.00%	290
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	109	0	0.00%	109
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	100	0	0.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	29	21	42.00%	50
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	109	0	0.00%	109
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	25	33	56.90%	58
DUVAL	100001	UF HEALTH JACKSONVILLE	480	113	19.06%	593
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	325	194	37.38%	519
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	429	55	11.36%	484
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	103	47	31.33%	150
DUVAL	100151	MAYO CLINIC	302	16	5.03%	318
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	339	160	32.06%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	133	12	8.28%	145
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	29	2	6.45%	31
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	50	34	40.48%	84
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	267	55	17.08%	322
DUVAL	23960061	WEKIVA SPRINGS	64	59	47.97%	123
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	136	87	39.01%	223
DUVAL	23960123	UF HEALTH NORTH	98	3	2.97%	101
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	169	17	9.14%	186
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	429	123	22.28%	552
ESCAMBIA	100093	BAPTIST HOSPITAL	340	93	21.48%	433
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	322	93	22.41%	415
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	69	6	8.00%	75
FLAGLER	100118	ADVENTHEALTH PALM COAST	94	5	5.05%	99
FRANKLIN	100153	GEORGE E WEEMS MEMORIAL HOSPITAL	2	13	86.67%	15
GADSDEN	100159	CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS	0	4	100.00%	4
GADSDEN	104000	FLORIDA STATE HOSPITAL	680	269	28.35%	949
GULF	23960084	ASCENSION SACRED HEART GULF	7	14	66.67%	21
HARDEE	100282	ADVENTHEALTH WAUCHULA	25	0	0.00%	25
HENDRY	100098	HENDRY REGIONAL MEDICAL CENTER	5	24	82.76%	29
HERNANDO	100071	BAYFRONT HEALTH BROOKSVILLE	61	51	45.54%	112
HERNANDO	100264	OAK HILL HOSPITAL	305	45	12.86%	350
HERNANDO	110054	SPRINGBROOK HOSPITAL	74	0	0.00%	74
HERNANDO	111525	BAYFRONT HEALTH SPRING HILL	64	57	47.11%	121
HERNANDO	23960042	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL	64	16	20.00%	80
HIGHLANDS	100049	HIGHLANDS REGIONAL MEDICAL CENTER	57	8	12.31%	65
HIGHLANDS	100109	ADVENTHEALTH SEBRING	166	11	6.21%	177
HIGHLANDS	120013	ADVENTHEALTH LAKE PLACID	25	4	13.79%	29
HILLSBOROUGH	100069	ADVENTHEALTH CARROLLWOOD	96	26	21.31%	122
HILLSBOROUGH	100075	ST JOSEPHS HOSPITAL	545	186	25.44%	731
HILLSBOROUGH	100115	KINDRED HOSPITAL-BAY AREA-TAMPA	50	23	31.51%	73
HILLSBOROUGH	100128	TAMPA GENERAL HOSPITAL	922	160	14.79%	1,082
HILLSBOROUGH	100132	SOUTH FLORIDA BAPTIST HOSPITAL	105	6	5.41%	111
HILLSBOROUGH	100143	KINDRED HOSPITAL-CENTRAL TAMPA	76	20	20.83%	96
HILLSBOROUGH	100173	ADVENTHEALTH TAMPA	483	117	19.50%	600
HILLSBOROUGH	100206	MEMORIAL HOSPITAL OF TAMPA	96	20	17.24%	116
HILLSBOROUGH	100243	BRANDON REGIONAL HOSPITAL	371	131	26.10%	502
HILLSBOROUGH	100255	TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA	36	15	29.41%	51
HILLSBOROUGH	100259	SOUTH BAY HOSPITAL	92	58	38.67%	150
HILLSBOROUGH	110009	H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL	218	30	12.10%	248
HILLSBOROUGH	23960100	ST JOSEPHS HOSPITAL NORTH	117	16	12.03%	133
HILLSBOROUGH	23960105	ST JOSEPHS HOSPITAL SOUTH	148	34	18.68%	182
HILLSBOROUGH	23960113	ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER	58	2	3.33%	60
HOLMES	100078	DOCTORS MEMORIAL HOSPITAL	12	8	40.00%	20
INDIAN RIVER	100105	CLEVELAND CLINIC INDIAN RIVER HOSPITAL	242	71	22.68%	313
INDIAN RIVER	100217	STEWARD SEBASTIAN RIVER MEDICAL CENTER	97	5	4.90%	102
INDIAN RIVER	110017	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST	63	2	3.08%	65
JACKSON	100138	CAMPBELLTON-GRACEVILLE HOSPITAL	0	0		0
JACKSON	100142	JACKSON HOSPITAL	44	47	51.65%	91
LAKE	100051	ORLANDO HEALTH SOUTH LAKE HOSPITAL	235	13	5.24%	248
LAKE	100057	ADVENTHEALTH WATERMAN	238	62	20.67%	300
LAKE	100084	UF HEALTH LEESBURG HOSPITAL INC	524	136	20.61%	660
LAKE	100214	UF HEALTH LEESBURG SENIOR BEHAVIORAL HEALTH CENTER	10	32	76.19%	42
LAKE	104018	LIFESTREAM BEHAVIORAL CENTER	38	8	17.39%	46
LEE	100012	LEE MEMORIAL HOSPITAL	291	26	8.20%	317
LEE	100107	LEHIGH REGIONAL MEDICAL CENTER	32	12	27.27%	44
LEE	100220	GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM	535	36	6.30%	571
LEE	100244	CAPE CORAL HOSPITAL	251	36	12.54%	287
LEE	120005	HEALTHPARK MEDICAL CENTER	359	83	18.78%	442
LEE	23960103	PARK ROYAL HOSPITAL	109	5	4.39%	114
LEE	23960107	SELECT SPECIALTY HOSPITAL-FORT MYERS	46	14	23.33%	60
LEON	100135	TALLAHASSEE MEMORIAL HOSPITAL	421	37	8.08%	458
LEON	100254	CAPITAL REGIONAL MEDICAL CENTER	244	28	10.29%	272
LEON	110021	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAHASSEE	28	27	49.09%	55
LEON	110044	EASTSIDE PSYCHIATRIC HOSPITAL	25	11	30.56%	36
LEON	23960059	SELECT SPECIALTY HOSPITAL - TALLAHASSEE	41	7	14.58%	48
MADISON	100004	MADISON COUNTY MEMORIAL HOSPITAL	13	4	23.53%	17
MANATEE	100035	MANATEE MEMORIAL HOSPITAL	269	22	7.56%	291
MANATEE	100213	BLAKE MEDICAL CENTER	261	11	4.04%	272
MANATEE	110028	CENTERSTONE OF FLORIDA	27	10	27.03%	37
MANATEE	110049	SUNCOAST BEHAVIORAL HEALTH CENTER	25	35	58.33%	60
MANATEE	23960046	LAKEWOOD RANCH MEDICAL CENTER	125	10	7.41%	135
MARION	100062	ADVENTHEALTH OCALA	287	11	3.69%	298
MARION	100212	OCALA REGIONAL MEDICAL CENTER	260	28	9.72%	288
MARION	23960039	WEST MARION COMMUNITY HOSPITAL	169	17	9.14%	186
MARION	23960060	KINDRED HOSPITAL OCALA	13	5	27.78%	18
MARION	23960073	THE VINES HOSPITAL	61	37	37.76%	98
MARION	23960109	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA	61	19	23.75%	80
MARTIN	100044	CLEVELAND CLINIC MARTIN NORTH HOSPITAL	119	57	32.39%	176
MARTIN	120009	CLEVELAND CLINIC MARTIN SOUTH HOSPITAL	65	30	31.58%	95
MARTIN	23960112	ENCOMPASS HEALTH REHAB HOSPITAL AN AFFILIATE OF MARTIN HEALTH	73	7	8.75%	80
MARTIN	23960125	CORAL SHORES BEHAVIORAL HEALTH	35	45	56.25%	80
MIAMI-DADE	100008	BAPTIST HOSPITAL OF MIAMI	691	76	9.91%	767
MIAMI-DADE	100009	UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-UHEALTH TOWER	397	65	14.07%	462
MIAMI-DADE	100020	DOCTORS HOSPITAL	103	32	23.70%	135
MIAMI-DADE	100022	JACKSON MEMORIAL HOSPITAL	1,314	399	23.29%	1,713
MIAMI-DADE	100029	NORTH SHORE MEDICAL CENTER	158	103	39.46%	261
