County	FileNumber	ProviderName	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	Total	Total	4,396	1,600	26.68%	5,996	372	244	39.61%	616
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	229	31	11.92%	260	41	6	12.77%	47
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	41	7	14.58%	48	0	0		0
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	0	0		0	0	0		0
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	0	0		0	0	0		0
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	0	0		0	0	0		0
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	0	0		0	0	0		0
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	0	0		0	0	0		0
BAY	100026	ASCENSION SACRED HEART BAY	27	3	10.00%	30	0	0		0
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	18	2	10.00%	20	0	4	100.00%	4
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	0	0		0	0	0		0
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	0	0		0	0	0		0
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0	0		0	0	0		0
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	0	0		0	0	0		0
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	49	9	15.52%	58	0	0		0
BREVARD	100028	PARRISH MEDICAL CENTER	8	4	33.33%	12	0	0		0
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	23	8	25.81%	31	0	0		0
BREVARD	100177	CAPE CANAVERAL HOSPITAL	7	5	41.67%	12	0	0		0
BREVARD	104024	CIRCLES OF CARE, INC	0	0		0	0	0		0
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	0	0		0	0	0		0
BREVARD	110036	DEVEREUX FLORIDA	0	0		0	0	0		0
BREVARD	120007	PALM BAY HOSPITAL	11	1	8.33%	12	0	0		0
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	2	10	83.33%	12	0	0		0
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	5	3	37.50%	8	0	0		0
BREVARD	23960092	VIERA HOSPITAL	18	4	18.18%	22	0	0		0
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	0	0		0	0	0		0
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	42	29	40.85%	71	19	11	36.67%	30
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	35	2	5.41%	37	6	1	14.29%	7
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	3	5	62.50%	8	0	0		0
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	34	14	29.17%	48	0	0		0
BROWARD	100073	HOLY CROSS HOSPITAL	27	15	35.71%	42	3	9	75.00%	12
BROWARD	100086	BROWARD HEALTH NORTH	28	2	6.67%	30	0	0		0
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	6	2	25.00%	8	0	0		0
BROWARD	100167	PLANTATION GENERAL HOSPITAL	14	6	30.00%	20	4	4	50.00%	8
BROWARD	100189	NORTHWEST MEDICAL CENTER	14	16	53.33%	30	0	0		0
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	7	1	12.50%	8	0	0		0
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	16	20	55.56%	36	0	0		0
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	9	6	40.00%	15	0	0		0
