County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	50,270	12,180	19.50%	62,450
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	919	146	13.71%	1,065
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	475	23	4.62%	498
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	53	7	11.67%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	70	11	13.58%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	41	7	14.58%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	3	9	75.00%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	475	138	22.51%	613
BAY	100026	ASCENSION SACRED HEART BAY	129	21	14.00%	150
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	222	32	12.60%	254
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	70	16	18.60%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	47	2	4.08%	49
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	27	3	10.00%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	439	67	13.24%	506
BREVARD	100028	PARRISH MEDICAL CENTER	114	60	34.48%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	147	57	27.94%	204
BREVARD	100177	CAPE CANAVERAL HOSPITAL	108	22	16.92%	130
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	63	0	0.00%	63
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	99	19	16.10%	118
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	38	67	63.81%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	44	16	26.67%	60
BREVARD	23960092	VIERA HOSPITAL	77	7	8.33%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	50	24	32.43%	74
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	644	143	18.17%	787
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	396	26	6.16%	422
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	78	41	34.45%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	215	15	6.52%	230
BROWARD	100073	HOLY CROSS HOSPITAL	244	104	29.89%	348
BROWARD	100086	BROWARD HEALTH NORTH	240	3	1.23%	243
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	47	17	26.56%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	145	95	39.58%	240
BROWARD	100189	NORTHWEST MEDICAL CENTER	245	45	15.52%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	127	9	6.62%	136
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	180	16	8.16%	196
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	139	178	56.15%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	114	17	12.98%	131
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	211	39	15.60%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	157	14	8.19%	171
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	7	19	73.08%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	90	20	18.18%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	310	0	0.00%	310
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	29	21	42.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	192	6	3.03%	198
BROWARD	111527	MEMORIAL HOSPITAL WEST	440	31	6.58%	471
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	133	45	25.28%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	1	9	90.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	114	12	9.52%	126
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	170	56	24.78%	226
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	169	84	33.20%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	148	56	27.45%	204
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	87	13	13.00%	100
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	65	8	10.96%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	331	21	5.97%	352
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	114	20	14.93%	134
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	304	13	4.10%	317
COLLIER	110043	WILLOUGH AT NAPLES, THE	47	40	45.98%	87
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	243	31	11.31%	274
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	109	0	0.00%	109
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	100	0	0.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	30	20	40.00%	50
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	102	0	0.00%	102
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	22	36	62.07%	58
DUVAL	100001	UF HEALTH JACKSONVILLE	467	136	22.55%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	340	173	33.72%	513
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	457	27	5.58%	484
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	118	32	21.33%	150
DUVAL	100151	MAYO CLINIC	317	1	0.31%	318
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	346	153	30.66%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	137	10	6.80%	147
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	27	2	6.90%	29
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	50	34	40.48%	84
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	271	51	15.84%	322
DUVAL	23960061	WEKIVA SPRINGS	67	59	46.83%	126
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	144	80	35.71%	224
DUVAL	23960123	UF HEALTH NORTH	104	3	2.80%	107
