County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	48,511	13,484	21.75%	61,995
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	924	122	11.66%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	467	54	10.36%	521
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	46	14	23.33%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	65	16	19.75%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	40	8	16.67%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	9	3	25.00%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	509	104	16.97%	613
BAY	100026	ASCENSION SACRED HEART BAY	118	21	15.11%	139
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	188	43	18.61%	231
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	52	34	39.53%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	40	16	28.57%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	21	9	30.00%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	421	77	15.46%	498
BREVARD	100028	PARRISH MEDICAL CENTER	110	66	37.50%	176
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	145	50	25.64%	195
BREVARD	100177	CAPE CANAVERAL HOSPITAL	85	55	39.29%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	56	4	6.67%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	93	22	19.13%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	44	61	58.10%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	44	16	26.67%	60
BREVARD	23960092	VIERA HOSPITAL	85	7	7.61%	92
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	28	16	36.36%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	601	194	24.40%	795
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	400	27	6.32%	427
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	87	32	26.89%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	215	15	6.52%	230
BROWARD	100073	HOLY CROSS HOSPITAL	238	110	31.61%	348
BROWARD	100086	BROWARD HEALTH NORTH	237	7	2.87%	244
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	43	22	33.85%	65
BROWARD	100167	PLANTATION GENERAL HOSPITAL	143	97	40.42%	240
BROWARD	100189	NORTHWEST MEDICAL CENTER	218	72	24.83%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	115	5	4.17%	120
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	182	9	4.71%	191
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	168	150	47.17%	318
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	76	43	36.13%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	204	46	18.40%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	138	23	14.29%	161
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	5	21	80.77%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	80	30	27.27%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	298	0	0.00%	298
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	29	21	42.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	5	5.15%	97
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	188	10	5.05%	198
