County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	47,302	13,228	21.85%	60,530
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	877	159	15.35%	1,036
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	358	66	15.57%	424
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	41	9	18.00%	50
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	63	21	25.00%	84
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	43	5	10.42%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	3	9	75.00%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	107	506	82.54%	613
BAY	100026	ASCENSION SACRED HEART BAY	126	40	24.10%	166
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	200	36	15.25%	236
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	61	25	29.07%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	43	13	23.21%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	2	28	93.33%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	415	91	17.98%	506
BREVARD	100028	PARRISH MEDICAL CENTER	116	37	24.18%	153
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	142	34	19.32%	176
BREVARD	100177	CAPE CANAVERAL HOSPITAL	72	58	44.62%	130
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	60	1	1.64%	61
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	92	27	22.69%	119
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	57	48	45.71%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	40	20	33.33%	60
BREVARD	23960092	VIERA HOSPITAL	65	13	16.67%	78
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	26	18	40.91%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	639	153	19.32%	792
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	415	24	5.47%	439
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	80	39	32.77%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	209	21	9.13%	230
BROWARD	100073	HOLY CROSS HOSPITAL	229	119	34.20%	348
BROWARD	100086	BROWARD HEALTH NORTH	250	8	3.10%	258
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	42	12	22.22%	54
BROWARD	100167	PLANTATION GENERAL HOSPITAL	157	107	40.53%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	222	63	22.11%	285
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	99	37	27.21%	136
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	164	37	18.41%	201
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	179	138	43.53%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	109	10	8.40%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	218	32	12.80%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	166	5	2.92%	171
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	12	14	53.85%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	78	32	29.09%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	298	0	0.00%	298
