County	FileNumber	ProviderName	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	Total	Total	4,658	1,394	23.03%	6,052	441	221	33.38%	662
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	227	33	12.69%	260	36	11	23.40%	47
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	41	7	14.58%	48	0	0		0
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	0	0		0	0	0		0
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	0	0		0	0	0		0
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	0	0		0	0	0		0
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	0	0		0	0	0		0
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	0	0		0	0	0		0
BAY	100026	ASCENSION SACRED HEART BAY	38	4	9.52%	42	0	0		0
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	21	0	0.00%	21	2	2	50.00%	4
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	0	0		0	0	0		0
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	0	0		0	0	0		0
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0	0		0	0	0		0
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	0	0		0	0	0		0
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	57	1	1.72%	58	0	0		0
BREVARD	100028	PARRISH MEDICAL CENTER	10	2	16.67%	12	0	0		0
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	23	11	32.35%	34	0	0		0
BREVARD	100177	CAPE CANAVERAL HOSPITAL	11	1	8.33%	12	0	0		0
BREVARD	104024	CIRCLES OF CARE, INC	0	0		0	0	0		0
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	0	0		0	0	0		0
BREVARD	110036	DEVEREUX FLORIDA	0	0		0	0	0		0
BREVARD	120007	PALM BAY HOSPITAL	12	0	0.00%	12	0	0		0
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	4	8	66.67%	12	0	0		0
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	7	1	12.50%	8	0	0		0
BREVARD	23960092	VIERA HOSPITAL	16	4	20.00%	20	0	0		0
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	0	0		0	0	0		0
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	52	21	28.77%	73	40	10	20.00%	50
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	32	0	0.00%	32	5	0	0.00%	5
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	6	2	25.00%	8	0	0		0
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	40	8	16.67%	48	0	0		0
BROWARD	100073	HOLY CROSS HOSPITAL	35	7	16.67%	42	2	10	83.33%	12
BROWARD	100086	BROWARD HEALTH NORTH	25	2	7.41%	27	0	0		0
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	8	0	0.00%	8	0	0		0
BROWARD	100167	PLANTATION GENERAL HOSPITAL	12	8	40.00%	20	2	6	75.00%	8
BROWARD	100189	NORTHWEST MEDICAL CENTER	18	12	40.00%	30	0	0		0
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	9	0	0.00%	9	0	0		0
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	23	13	36.11%	36	0	0		0
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	7	8	53.33%	15	0	0		0
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	0	0		0	0	0		0
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	26	6	18.75%	32	0	0		0
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	9	0	0.00%	9	0	0		0
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	0	0		0	0	0		0
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	0	0		0	0	0		0
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	0	0		0	0	0		0
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	0	0		0	0	0		0
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	0	0		0	0	0		0
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	9	1	10.00%	10	0	0		0
BROWARD	111527	MEMORIAL HOSPITAL WEST	29	0	0.00%	29	0	0		0
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	10	8	44.44%	18	0	0		0
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	0	0		0	0	0		0
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	10	1	9.09%	11	0	0		0
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	17	2	10.53%	19	0	0		0
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	17	2	10.53%	19	0	0		0
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	21	3	12.50%	24	0	0		0
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	16	0	0.00%	16	0	0		0
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	6	0	0.00%	6	0	0		0
CLAY	100226	ORANGE PARK MEDICAL CENTER	26	2	7.14%	28	3	1	25.00%	4
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	8	8	50.00%	16	0	0		0
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	19	12	38.71%	31	0	0		0
COLLIER	110043	WILLOUGH AT NAPLES, THE	0	0		0	0	0		0
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	6	10	62.50%	16	0	0		0
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	16	0	0.00%	16	0	0		0
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	12	0	0.00%	12	0	0		0
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	7	3	30.00%	10	0	0		0
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	16	0	0.00%	16	0	0		0
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	6	2	25.00%	8	0	0		0
DUVAL	100001	UF HEALTH JACKSONVILLE	88	12	12.00%	100	4	4	50.00%	8
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	34	34	50.00%	68	0	0		0
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	51	21	29.17%	72	0	0		0
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	21	3	12.50%	24	0	0		0
DUVAL	100151	MAYO CLINIC	51	3	5.56%	54	0	0		0
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	32	10	23.81%	42	0	0		0
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	0	0		0	0	0		0
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	0	0		0	0	0		0
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	0	0		0	0	0		0
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	22	13	37.14%	35	0	0		0
DUVAL	23960061	WEKIVA SPRINGS	0	0		0	0	0		0
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	12	6	33.33%	18	0	0		0
DUVAL	23960123	UF HEALTH NORTH	20	4	16.67%	24	0	0		0
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	0	0		0	21	11	34.38%	32
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	35	16	31.37%	51	4	6	60.00%	10
ESCAMBIA	100093	BAPTIST HOSPITAL	37	11	22.92%	48	0	0		0
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	33	3	8.33%	36	3	3	50.00%	6
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	6	0	0.00%	6	0	0		0
FLAGLER	100118	ADVENTHEALTH PALM COAST	13	5	27.78%	18	0	0		0
FRANKLIN	100153	GEORGE E WEEMS MEMORIAL HOSPITAL	0	0		0	0	0		0
GADSDEN	100159	CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS	0	0		0	0	0		0
GADSDEN	104000	FLORIDA STATE HOSPITAL	0	0		0	0	0		0
GULF	23960084	ASCENSION SACRED HEART GULF	0	0		0	0	0		0
HARDEE	100282	ADVENTHEALTH WAUCHULA	0	0		0	0	0		0
HENDRY	100098	HENDRY REGIONAL MEDICAL CENTER	0	4	100.00%	4	0	0		0
HERNANDO	100071	BAYFRONT HEALTH BROOKSVILLE	13	5	27.78%	18	0	0		0
HERNANDO	100264	OAK HILL HOSPITAL	27	9	25.00%	36	0	0		0
HERNANDO	110054	SPRINGBROOK HOSPITAL	0	0		0	0	0		0
HERNANDO	111525	BAYFRONT HEALTH SPRING HILL	8	0	0.00%	8	0	0		0
HERNANDO	23960042	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL	0	0		0	0	0		0
HIGHLANDS	100049	HIGHLANDS REGIONAL MEDICAL CENTER	8	8	50.00%	16	0	0		0
HIGHLANDS	100109	ADVENTHEALTH SEBRING	10	1	9.09%	11	0	0		0
HIGHLANDS	120013	ADVENTHEALTH LAKE PLACID	0	2	100.00%	2	0	0		0
