County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	47,133	14,722	23.80%	61,855
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	891	174	16.34%	1,065
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	439	93	17.48%	532
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	51	9	15.00%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	65	17	20.73%	82
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	40	8	16.67%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	1	11	91.67%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	485	128	20.88%	613
BAY	100026	ASCENSION SACRED HEART BAY	125	24	16.11%	149
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	185	46	19.91%	231
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	64	22	25.58%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	52	0	0.00%	52
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	26	4	13.33%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	382	132	25.68%	514
BREVARD	100028	PARRISH MEDICAL CENTER	104	71	40.57%	175
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	127	57	30.98%	184
BREVARD	100177	CAPE CANAVERAL HOSPITAL	86	54	38.57%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	68	0	0.00%	68
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	101	14	12.17%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	49	56	53.33%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	42	18	30.00%	60
BREVARD	23960092	VIERA HOSPITAL	55	29	34.52%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	39	17	30.36%	56
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	587	188	24.26%	775
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	400	25	5.88%	425
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	81	38	31.93%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	201	29	12.61%	230
BROWARD	100073	HOLY CROSS HOSPITAL	213	135	38.79%	348
BROWARD	100086	BROWARD HEALTH NORTH	244	4	1.61%	248
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	50	14	21.88%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	122	118	49.17%	240
BROWARD	100189	NORTHWEST MEDICAL CENTER	207	83	28.62%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	106	25	19.08%	131
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	186	15	7.46%	201
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	148	169	53.31%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	114	17	12.98%	131
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	195	55	22.00%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	135	12	8.16%	147
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	17	9	34.62%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	94	16	14.55%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	308	0	0.00%	308
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	35	15	30.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	169	7	3.98%	176
BROWARD	111527	MEMORIAL HOSPITAL WEST	407	39	8.74%	446
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	135	43	24.16%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	3	7	70.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	97	31	24.22%	128
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	177	61	25.63%	238
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	159	94	37.15%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	136	68	33.33%	204
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	83	21	20.19%	104
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	61	12	16.44%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	312	32	9.30%	344
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	85	32	27.35%	117
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	285	23	7.47%	308
COLLIER	110043	WILLOUGH AT NAPLES, THE	56	31	35.63%	87
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	239	27	10.15%	266
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	109	0	0.00%	109
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	92	8	8.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	24	26	52.00%	50
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	101	0	0.00%	101
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	33	25	43.10%	58
DUVAL	100001	UF HEALTH JACKSONVILLE	486	117	19.40%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	279	106	27.53%	385
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	376	108	22.31%	484
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	95	55	36.67%	150
DUVAL	100151	MAYO CLINIC	257	47	15.46%	304
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	300	199	39.88%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	139	8	5.44%	147
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	23	2	8.00%	25
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	60	35	36.84%	95
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	261	61	18.94%	322
DUVAL	23960061	WEKIVA SPRINGS	56	59	51.30%	115
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	116	41	26.11%	157
DUVAL	23960123	UF HEALTH NORTH	90	3	3.23%	93
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	160	26	13.98%	186
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	411	131	24.17%	542
ESCAMBIA	100093	BAPTIST HOSPITAL	287	146	33.72%	433
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	287	126	30.51%	413
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	70	5	6.67%	75
FLAGLER	100118	ADVENTHEALTH PALM COAST	88	11	11.11%	99
FRANKLIN	100153	GEORGE E WEEMS MEMORIAL HOSPITAL	1	12	92.31%	13
GADSDEN	100159	CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS	0	4	100.00%	4
GADSDEN	104000	FLORIDA STATE HOSPITAL	672	277	29.19%	949
GULF	23960084	ASCENSION SACRED HEART GULF	6	15	71.43%	21
HARDEE	100282	ADVENTHEALTH WAUCHULA	24	1	4.00%	25
HENDRY	100098	HENDRY REGIONAL MEDICAL CENTER	10	19	65.52%	29
HERNANDO	100071	BAYFRONT HEALTH BROOKSVILLE	61	52	46.02%	113
HERNANDO	100264	OAK HILL HOSPITAL	275	75	21.43%	350
HERNANDO	110054	SPRINGBROOK HOSPITAL	63	0	0.00%	63
HERNANDO	111525	BAYFRONT HEALTH SPRING HILL	64	60	48.39%	124
HERNANDO	23960042	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL	72	8	10.00%	80
HIGHLANDS	100049	HIGHLANDS REGIONAL MEDICAL CENTER	47	18	27.69%	65
HIGHLANDS	100109	ADVENTHEALTH SEBRING	160	13	7.51%	173
HIGHLANDS	120013	ADVENTHEALTH LAKE PLACID	16	3	15.79%	19
HILLSBOROUGH	100069	ADVENTHEALTH CARROLLWOOD	108	10	8.47%	118
HILLSBOROUGH	100075	ST JOSEPHS HOSPITAL	508	223	30.51%	731
HILLSBOROUGH	100115	KINDRED HOSPITAL-BAY AREA-TAMPA	46	22	32.35%	68
HILLSBOROUGH	100128	TAMPA GENERAL HOSPITAL	866	172	16.57%	1,038
HILLSBOROUGH	100132	SOUTH FLORIDA BAPTIST HOSPITAL	79	34	30.09%	113
HILLSBOROUGH	100143	KINDRED HOSPITAL-CENTRAL TAMPA	69	19	21.59%	88
HILLSBOROUGH	100173	ADVENTHEALTH TAMPA	399	102	20.36%	501
HILLSBOROUGH	100206	MEMORIAL HOSPITAL OF TAMPA	89	7	7.29%	96
HILLSBOROUGH	100243	BRANDON REGIONAL HOSPITAL	369	123	25.00%	492
HILLSBOROUGH	100255	TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA	27	23	46.00%	50
HILLSBOROUGH	100259	SOUTH BAY HOSPITAL	96	56	36.84%	152
HILLSBOROUGH	110009	H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL	218	53	19.56%	271
HILLSBOROUGH	23960100	ST JOSEPHS HOSPITAL NORTH	109	24	18.05%	133
HILLSBOROUGH	23960105	ST JOSEPHS HOSPITAL SOUTH	159	23	12.64%	182
HILLSBOROUGH	23960113	ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER	50	10	16.67%	60
HOLMES	100078	DOCTORS MEMORIAL HOSPITAL	10	10	50.00%	20
INDIAN RIVER	100105	CLEVELAND CLINIC INDIAN RIVER HOSPITAL	195	116	37.30%	311
INDIAN RIVER	100217	STEWARD SEBASTIAN RIVER MEDICAL CENTER	71	14	16.47%	85
INDIAN RIVER	110017	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST	61	4	6.15%	65
JACKSON	100138	CAMPBELLTON-GRACEVILLE HOSPITAL	0	0		0
JACKSON	100142	JACKSON HOSPITAL	31	59	65.56%	90
LAKE	100051	ORLANDO HEALTH SOUTH LAKE HOSPITAL	171	21	10.94%	192
LAKE	100057	ADVENTHEALTH WATERMAN	207	93	31.00%	300
LAKE	100084	UF HEALTH LEESBURG HOSPITAL INC	237	93	28.18%	330
LAKE	100214	UF HEALTH LEESBURG SENIOR BEHAVIORAL HEALTH CENTER	8	13	61.90%	21
LAKE	104018	LIFESTREAM BEHAVIORAL CENTER	36	11	23.40%	47
LEE	100012	LEE MEMORIAL HOSPITAL	284	36	11.25%	320
LEE	100107	LEHIGH REGIONAL MEDICAL CENTER	35	9	20.45%	44
LEE	100220	GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM	477	96	16.75%	573
LEE	100244	CAPE CORAL HOSPITAL	251	32	11.31%	283
LEE	120005	HEALTHPARK MEDICAL CENTER	347	102	22.72%	449
LEE	23960103	PARK ROYAL HOSPITAL	99	15	13.16%	114
