County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	45,971	14,140	23.52%	60,111
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	864	182	17.40%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	436	38	8.02%	474
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	47	3	6.00%	50
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	55	29	34.52%	84
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	47	1	2.08%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	4	8	66.67%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	118	495	80.75%	613
BAY	100026	ASCENSION SACRED HEART BAY	144	15	9.43%	159
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	192	39	16.88%	231
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	63	23	26.74%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	31	25	44.64%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	9	21	70.00%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	402	102	20.24%	504
BREVARD	100028	PARRISH MEDICAL CENTER	111	63	36.21%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	141	33	18.97%	174
BREVARD	100177	CAPE CANAVERAL HOSPITAL	92	48	34.29%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	60	1	1.64%	61
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	74	41	35.65%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	38	67	63.81%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	46	14	23.33%	60
BREVARD	23960092	VIERA HOSPITAL	69	15	17.86%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	18	26	59.09%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	615	144	18.97%	759
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	366	50	12.02%	416
